Time[s] MLII[mV] MLII_Filtered[mV] V5[mV] V5_Filterred[mV]
165 -0.345 -0.344864 -0.235 -0.235937
165.003 -0.335 -0.342079 -0.23 -0.23483
165.006 -0.325 -0.338794 -0.23 -0.233468
165.008 -0.325 -0.336577 -0.23 -0.233544
165.011 -0.345 -0.335667 -0.235 -0.233674
165.014 -0.34 -0.333893 -0.235 -0.235214
165.017 -0.34 -0.331618 -0.245 -0.234542
165.019 -0.32 -0.329621 -0.235 -0.234204
165.022 -0.32 -0.328573 -0.23 -0.235825
165.025 -0.325 -0.32854 -0.23 -0.238004
165.028 -0.335 -0.329884 -0.245 -0.240708
165.031 -0.34 -0.330914 -0.245 -0.242071
165.033 -0.335 -0.330637 -0.245 -0.242898
165.036 -0.325 -0.328792 -0.235 -0.243385
165.039 -0.32 -0.327225 -0.25 -0.244689
165.042 -0.33 -0.327954 -0.24 -0.247625
165.044 -0.33 -0.329534 -0.265 -0.250583
165.047 -0.335 -0.331656 -0.265 -0.254196
165.05 -0.335 -0.331273 -0.255 -0.256901
165.053 -0.33 -0.330234 -0.245 -0.259915
165.056 -0.325 -0.330072 -0.25 -0.263256
165.058 -0.32 -0.331174 -0.265 -0.268575
165.061 -0.33 -0.333802 -0.275 -0.273951
165.064 -0.345 -0.335642 -0.29 -0.278365
165.067 -0.345 -0.33626 -0.29 -0.281203
165.069 -0.34 -0.335343 -0.28 -0.284859
165.072 -0.33 -0.335608 -0.285 -0.288481
165.075 -0.325 -0.336834 -0.295 -0.294122
165.078 -0.34 -0.338119 -0.31 -0.300714
165.081 -0.35 -0.33864 -0.31 -0.304859
165.083 -0.345 -0.338833 -0.31 -0.3076
165.086 -0.34 -0.337375 -0.3 -0.309915
165.089 -0.325 -0.335505 -0.3 -0.313946
165.092 -0.33 -0.334989 -0.315 -0.319662
165.094 -0.335 -0.33635 -0.33 -0.32584
165.097 -0.35 -0.338267 -0.34 -0.33092
165.1 -0.345 -0.340257 -0.335 -0.334426
165.103 -0.33 -0.341646 -0.335 -0.337854
165.106 -0.33 -0.341903 -0.325 -0.34228
165.108 -0.34 -0.34399 -0.35 -0.347419
165.111 -0.34 -0.347859 -0.36 -0.35218
165.114 -0.36 -0.351178 -0.37 -0.355088
165.117 -0.365 -0.353794 -0.36 -0.354854
165.119 -0.36 -0.35491 -0.34 -0.35263
165.122 -0.355 -0.356172 -0.34 -0.349769
165.125 -0.355 -0.357548 -0.35 -0.346996
165.128 -0.355 -0.359541 -0.355 -0.342411
165.131 -0.355 -0.359843 -0.35 -0.335611
165.133 -0.365 -0.356445 -0.33 -0.32787
165.136 -0.355 -0.350536 -0.315 -0.317153
165.139 -0.34 -0.344751 -0.295 -0.307316
165.142 -0.34 -0.337548 -0.29 -0.297702
165.144 -0.34 -0.330961 -0.29 -0.286911
165.147 -0.335 -0.324217 -0.28 -0.275005
165.15 -0.32 -0.315147 -0.265 -0.261048
165.153 -0.3 -0.304627 -0.24 -0.247115
165.156 -0.28 -0.293222 -0.24 -0.235454
165.158 -0.27 -0.28303 -0.235 -0.226031
165.161 -0.275 -0.273668 -0.215 -0.217695
165.164 -0.28 -0.265855 -0.21 -0.208844
165.167 -0.26 -0.25789 -0.19 -0.199428
165.169 -0.25 -0.249591 -0.17 -0.189748
165.172 -0.235 -0.242346 -0.18 -0.181751
165.175 -0.22 -0.237522 -0.18 -0.177192
165.178 -0.23 -0.235278 -0.185 -0.174349
165.181 -0.235 -0.232617 -0.185 -0.171393
165.183 -0.245 -0.229555 -0.17 -0.167591
165.186 -0.23 -0.226136 -0.155 -0.165472
165.189 -0.22 -0.222787 -0.15 -0.165095
165.192 -0.215 -0.220698 -0.155 -0.164711
165.194 -0.22 -0.221075 -0.17 -0.16543
165.197 -0.225 -0.220185 -0.18 -0.16516
165.2 -0.23 -0.218748 -0.18 -0.163189
165.203 -0.22 -0.216412 -0.16 -0.161863
165.206 -0.2 -0.213861 -0.15 -0.162349
165.208 -0.21 -0.213205 -0.16 -0.164614
165.211 -0.215 -0.213609 -0.17 -0.166007
165.214 -0.215 -0.214348 -0.17 -0.16701
165.217 -0.215 -0.214246 -0.165 -0.166535
165.219 -0.215 -0.213462 -0.165 -0.166051
165.222 -0.2 -0.212274 -0.16 -0.16574
165.225 -0.21 -0.211551 -0.165 -0.167154
165.228 -0.22 -0.213003 -0.175 -0.169454
165.231 -0.23 -0.214765 -0.185 -0.171554
165.233 -0.225 -0.215597 -0.17 -0.171715
165.236 -0.21 -0.2143 -0.155 -0.17111
165.239 -0.2 -0.213839 -0.175 -0.172048
165.242 -0.21 -0.214722 -0.175 -0.174152
165.244 -0.215 -0.217254 -0.185 -0.176641
165.247 -0.22 -0.218776 -0.18 -0.178302
165.25 -0.225 -0.220575 -0.18 -0.17896
165.253 -0.23 -0.220116 -0.17 -0.179405
165.256 -0.21 -0.221322 -0.17 -0.180235
165.258 -0.215 -0.223241 -0.18 -0.182798
165.261 -0.225 -0.227128 -0.195 -0.185771
165.264 -0.24 -0.231038 -0.2 -0.187677
165.267 -0.245 -0.233289 -0.19 -0.187656
165.269 -0.24 -0.234588 -0.185 -0.188112
165.272 -0.22 -0.236234 -0.18 -0.189291
165.275 -0.235 -0.238547 -0.185 -0.191126
165.278 -0.235 -0.241273 -0.2 -0.192296
165.281 -0.255 -0.242532 -0.2 -0.193467
165.283 -0.245 -0.244776 -0.2 -0.192831
165.286 -0.25 -0.244428 -0.185 -0.192434
165.289 -0.24 -0.243828 -0.19 -0.192875
165.292 -0.24 -0.243485 -0.19 -0.194975
165.294 -0.25 -0.24439 -0.195 -0.197725
165.297 -0.25 -0.24541 -0.205 -0.198964
165.3 -0.25 -0.245969 -0.195 -0.19939
165.303 -0.24 -0.244944 -0.195 -0.19866
165.306 -0.23 -0.244413 -0.2 -0.19829
165.308 -0.25 -0.243906 -0.2 -0.199817
165.311 -0.24 -0.245706 -0.215 -0.201203
165.314 -0.25 -0.247185 -0.21 -0.202867
165.317 -0.25 -0.248065 -0.205 -0.202864
165.319 -0.25 -0.248483 -0.195 -0.202991
165.322 -0.245 -0.248375 -0.19 -0.204425
165.325 -0.25 -0.249727 -0.2 -0.206041
165.328 -0.255 -0.252038 -0.205 -0.207717
165.331 -0.255 -0.254111 -0.215 -0.208441
165.333 -0.26 -0.255181 -0.215 -0.207622
165.336 -0.26 -0.255556 -0.205 -0.207697
165.339 -0.25 -0.256489 -0.21 -0.208429
165.342 -0.245 -0.256798 -0.21 -0.211075
165.344 -0.26 -0.258684 -0.22 -0.212499
165.347 -0.26 -0.25966 -0.225 -0.213727
165.35 -0.27 -0.260579 -0.205 -0.212862
165.353 -0.265 -0.26094 -0.2 -0.211022
165.356 -0.255 -0.261129 -0.205 -0.210299
165.358 -0.26 -0.262543 -0.205 -0.210211
165.361 -0.265 -0.264107 -0.225 -0.211053
165.364 -0.26 -0.264845 -0.22 -0.211165
165.367 -0.27 -0.264835 -0.21 -0.209045
165.369 -0.27 -0.263782 -0.195 -0.207754
165.372 -0.255 -0.261901 -0.205 -0.206561
165.375 -0.265 -0.262295 -0.2 -0.206927
165.378 -0.265 -0.262896 -0.215 -0.207628
165.381 -0.265 -0.263195 -0.22 -0.207097
165.383 -0.27 -0.263413 -0.21 -0.206
165.386 -0.255 -0.261685 -0.2 -0.204773
165.389 -0.245 -0.260343 -0.19 -0.203849
165.392 -0.255 -0.260381 -0.195 -0.205422
165.394 -0.265 -0.259763 -0.215 -0.206682
165.397 -0.27 -0.259704 -0.21 -0.206826
165.4 -0.275 -0.258872 -0.21 -0.20472
165.403 -0.255 -0.257563 -0.2 -0.203411
165.406 -0.245 -0.257329 -0.205 -0.201871
165.408 -0.255 -0.258591 -0.205 -0.20282
165.411 -0.25 -0.260605 -0.205 -0.204145
165.414 -0.265 -0.261762 -0.21 -0.203926
165.417 -0.265 -0.261201 -0.205 -0.202071
165.419 -0.25 -0.257873 -0.19 -0.200798
165.422 -0.25 -0.254397 -0.19 -0.200536
165.425 -0.25 -0.250984 -0.195 -0.202017
165.428 -0.265 -0.247741 -0.21 -0.203705
165.431 -0.26 -0.24355 -0.21 -0.204099
165.433 -0.255 -0.237401 -0.21 -0.203017
165.436 -0.23 -0.229073 -0.19 -0.202249
165.439 -0.205 -0.221004 -0.19 -0.201425
165.442 -0.205 -0.212864 -0.205 -0.200472
165.444 -0.195 -0.205539 -0.225 -0.199784
165.447 -0.2 -0.198413 -0.21 -0.198885
165.45 -0.19 -0.190088 -0.195 -0.194845
165.453 -0.18 -0.180925 -0.185 -0.190634
165.456 -0.165 -0.172308 -0.17 -0.187158
165.458 -0.17 -0.166615 -0.18 -0.185105
165.461 -0.165 -0.162185 -0.185 -0.182512
165.464 -0.17 -0.159346 -0.18 -0.17933
165.467 -0.165 -0.156587 -0.175 -0.173857
165.469 -0.15 -0.152859 -0.17 -0.16795
165.472 -0.145 -0.151257 -0.165 -0.16379
165.475 -0.14 -0.149671 -0.155 -0.163174
165.478 -0.14 -0.151584 -0.175 -0.161281
165.481 -0.155 -0.155208 -0.17 -0.158867
165.483 -0.16 -0.159348 -0.155 -0.154493
165.486 -0.155 -0.161708 -0.14 -0.150786
165.489 -0.16 -0.162417 -0.14 -0.149546
165.492 -0.165 -0.162318 -0.145 -0.150057
165.494 -0.17 -0.163567 -0.155 -0.151468
165.497 -0.185 -0.165227 -0.16 -0.151806
165.5 -0.18 -0.165584 -0.155 -0.152828
165.503 -0.195 -0.165883 -0.135 -0.15473
165.506 -0.175 -0.167118 -0.15 -0.157632
165.508 -0.155 -0.169349 -0.155 -0.16218
165.511 -0.14 -0.174251 -0.19 -0.167226
165.514 -0.145 -0.180363 -0.185 -0.171366
165.517 -0.175 -0.186782 -0.175 -0.173584
165.519 -0.195 -0.194034 -0.17 -0.17558
165.522 -0.2 -0.202367 -0.165 -0.178866
165.525 -0.21 -0.211871 -0.19 -0.183106
165.528 -0.235 -0.223124 -0.195 -0.187471
165.531 -0.255 -0.2344 -0.195 -0.190436
165.533 -0.26 -0.245783 -0.18 -0.189711
165.536 -0.265 -0.255721 -0.185 -0.189341
165.539 -0.26 -0.262921 -0.185 -0.18904
165.542 -0.265 -0.26719 -0.19 -0.191927
165.544 -0.27 -0.268802 -0.205 -0.194256
165.547 -0.275 -0.270052 -0.21 -0.194567
165.55 -0.275 -0.272401 -0.195 -0.193959
165.553 -0.27 -0.272136 -0.185 -0.192038
165.556 -0.265 -0.272056 -0.18 -0.192079
165.558 -0.26 -0.273934 -0.185 -0.193612
165.561 -0.275 -0.277203 -0.205 -0.196541
165.564 -0.275 -0.279933 -0.205 -0.196623
165.567 -0.28 -0.281546 -0.2 -0.196311
165.569 -0.28 -0.282986 -0.185 -0.194452
165.572 -0.29 -0.283998 -0.185 -0.192891
165.575 -0.3 -0.285927 -0.2 -0.193423
165.578 -0.285 -0.287383 -0.205 -0.195649
165.581 -0.31 -0.287599 -0.215 -0.19805
165.583 -0.305 -0.28813 -0.215 -0.202952
165.586 -0.29 -0.289624 -0.205 -0.212769
165.589 -0.28 -0.29134 -0.185 -0.228846
165.592 -0.285 -0.298344 -0.205 -0.249608
165.594 -0.305 -0.312154 -0.215 -0.268591
165.597 -0.305 -0.333748 -0.245 -0.282615
165.6 -0.32 -0.3584 -0.265 -0.286822
165.603 -0.32 -0.384668 -0.28 -0.282429
165.606 -0.345 -0.411476 -0.3 -0.269673
165.608 -0.39 -0.434058 -0.325 -0.24282
165.611 -0.42 -0.448405 -0.315 -0.197491
165.614 -0.445 -0.441509 -0.25 -0.127427
165.617 -0.485 -0.406335 -0.13 -0.0335829
165.619 -0.475 -0.333513 0.005 0.0705753
165.622 -0.405 -0.22253 0.115 0.163771
165.625 -0.275 -0.0817571 0.225 0.237267
165.628 -0.145 0.0687185 0.31 0.290613
165.631 0.015 0.206764 0.425 0.325291
165.633 0.23 0.319709 0.555 0.340124
165.636 0.495 0.400747 0.625 0.333361
165.639 0.75 0.450565 0.6 0.302919
165.642 0.9 0.470662 0.41 0.250682
165.644 0.965 0.460646 0.1 0.183104
165.647 0.83 0.41976 -0.155 0.106692
165.65 0.52 0.349964 -0.24 0.0268094
165.653 0.095 0.255498 -0.215 -0.0525417
165.656 -0.235 0.145889 -0.205 -0.128025
165.658 -0.4 0.0239735 -0.22 -0.196693
165.661 -0.42 -0.103034 -0.23 -0.250237
165.664 -0.365 -0.221563 -0.235 -0.280919
165.667 -0.335 -0.319104 -0.23 -0.287262
165.669 -0.32 -0.385884 -0.22 -0.273043
165.672 -0.305 -0.418872 -0.23 -0.251245
165.675 -0.315 -0.415804 -0.235 -0.237635
165.678 -0.32 -0.389222 -0.235 -0.235892
165.681 -0.31 -0.354838 -0.25 -0.239171
165.683 -0.33 -0.330595 -0.245 -0.240201
165.686 -0.33 -0.320979 -0.235 -0.239287
165.689 -0.32 -0.322957 -0.235 -0.239377
165.692 -0.34 -0.329552 -0.24 -0.240561
165.694 -0.35 -0.335317 -0.245 -0.241811
165.697 -0.345 -0.33966 -0.245 -0.242398
165.7 -0.34 -0.341927 -0.245 -0.240843
165.703 -0.345 -0.341618 -0.235 -0.239585
165.706 -0.335 -0.342239 -0.235 -0.239443
165.708 -0.335 -0.342419 -0.235 -0.239482
165.711 -0.34 -0.342463 -0.24 -0.241706
165.714 -0.35 -0.342602 -0.25 -0.242561
165.717 -0.35 -0.341889 -0.245 -0.241536
165.719 -0.345 -0.339578 -0.235 -0.239953
165.722 -0.33 -0.337859 -0.235 -0.239936
165.725 -0.325 -0.338503 -0.235 -0.240306
165.728 -0.335 -0.33932 -0.25 -0.241636
165.731 -0.35 -0.339318 -0.255 -0.24236
165.733 -0.34 -0.338735 -0.245 -0.241237
165.736 -0.345 -0.337339 -0.24 -0.240427
165.739 -0.325 -0.335147 -0.22 -0.238902
165.742 -0.33 -0.333496 -0.23 -0.239085
165.744 -0.335 -0.334407 -0.245 -0.239268
165.747 -0.34 -0.33434 -0.255 -0.239096
165.75 -0.35 -0.334263 -0.24 -0.238957
165.753 -0.33 -0.333151 -0.24 -0.23711
165.756 -0.32 -0.331393 -0.225 -0.236847
165.758 -0.32 -0.330711 -0.23 -0.238259
165.761 -0.33 -0.331607 -0.245 -0.240402
165.764 -0.33 -0.331288 -0.24 -0.241182
165.767 -0.34 -0.331298 -0.25 -0.240243
165.769 -0.34 -0.328812 -0.23 -0.237973
165.772 -0.315 -0.327015 -0.24 -0.237254
165.775 -0.33 -0.326205 -0.245 -0.238176
165.778 -0.33 -0.325994 -0.235 -0.240056
165.781 -0.33 -0.325814 -0.26 -0.241432
165.783 -0.33 -0.324457 -0.24 -0.242815
165.786 -0.32 -0.322311 -0.23 -0.242677
165.789 -0.31 -0.319778 -0.225 -0.244183
165.792 -0.315 -0.319418 -0.235 -0.246255
165.794 -0.315 -0.320158 -0.26 -0.247744
165.797 -0.33 -0.321038 -0.265 -0.249658
165.8 -0.325 -0.322728 -0.255 -0.249912
165.803 -0.315 -0.322028 -0.25 -0.250984
165.806 -0.31 -0.322264 -0.255 -0.253071
165.808 -0.325 -0.323589 -0.255 -0.255979
165.811 -0.33 -0.326237 -0.26 -0.26006
165.814 -0.335 -0.326808 -0.27 -0.261849
165.817 -0.345 -0.327927 -0.25 -0.262904
165.819 -0.33 -0.326502 -0.255 -0.263279
165.822 -0.315 -0.326522 -0.26 -0.263225
165.825 -0.325 -0.326863 -0.27 -0.267068
165.828 -0.32 -0.327962 -0.28 -0.27163
165.831 -0.33 -0.328001 -0.285 -0.276033
165.833 -0.335 -0.327244 -0.285 -0.278529
165.836 -0.325 -0.325191 -0.265 -0.281422
165.839 -0.305 -0.324279 -0.275 -0.285739
165.842 -0.335 -0.324631 -0.295 -0.291728
165.844 -0.32 -0.326074 -0.3 -0.298568
165.847 -0.345 -0.32782 -0.305 -0.303544
165.85 -0.33 -0.328627 -0.325 -0.308223
165.853 -0.32 -0.328416 -0.305 -0.313042
165.856 -0.32 -0.328862 -0.31 -0.319273
165.858 -0.33 -0.329482 -0.31 -0.326062
165.861 -0.33 -0.330817 -0.34 -0.332203
165.864 -0.34 -0.330945 -0.355 -0.338475
165.867 -0.34 -0.331464 -0.35 -0.34222
165.869 -0.33 -0.330196 -0.34 -0.346247
165.872 -0.32 -0.330307 -0.345 -0.351567
165.875 -0.33 -0.330476 -0.355 -0.356925
165.878 -0.335 -0.332968 -0.365 -0.361953
165.881 -0.335 -0.333934 -0.37 -0.366847
165.883 -0.335 -0.333498 -0.36 -0.369596
165.886 -0.325 -0.332636 -0.36 -0.370737
165.889 -0.32 -0.331661 -0.375 -0.371273
165.892 -0.345 -0.331999 -0.375 -0.371903
165.894 -0.335 -0.33362 -0.385 -0.37305
165.897 -0.335 -0.334727 -0.38 -0.372377
165.9 -0.345 -0.33509 -0.37 -0.36829
165.903 -0.33 -0.333298 -0.36 -0.362695
165.906 -0.32 -0.331051 -0.35 -0.357916
165.908 -0.325 -0.32989 -0.355 -0.351481
165.911 -0.33 -0.329014 -0.345 -0.344217
165.914 -0.33 -0.326567 -0.345 -0.334745
165.917 -0.34 -0.322591 -0.32 -0.323581
165.919 -0.32 -0.316378 -0.315 -0.312767
165.922 -0.305 -0.311514 -0.295 -0.302605
165.925 -0.305 -0.306765 -0.285 -0.292733
165.928 -0.295 -0.30354 -0.29 -0.283271
165.931 -0.3 -0.299663 -0.285 -0.273282
165.933 -0.305 -0.293769 -0.25 -0.262141
165.936 -0.285 -0.286276 -0.25 -0.251891
165.939 -0.265 -0.279188 -0.24 -0.243114
165.942 -0.27 -0.272797 -0.235 -0.235677
165.944 -0.265 -0.267538 -0.235 -0.230006
165.947 -0.275 -0.263617 -0.23 -0.223903
165.95 -0.275 -0.257525 -0.21 -0.21762
165.953 -0.26 -0.251126 -0.21 -0.2115
165.956 -0.225 -0.244944 -0.2 -0.207311
165.958 -0.23 -0.240031 -0.2 -0.205546
165.961 -0.235 -0.235992 -0.215 -0.204899
165.964 -0.24 -0.234238 -0.205 -0.201963
165.967 -0.235 -0.231502 -0.205 -0.199917
165.969 -0.23 -0.22762 -0.195 -0.1976
165.972 -0.215 -0.225425 -0.19 -0.198202
165.975 -0.21 -0.223849 -0.19 -0.198866
165.978 -0.23 -0.223893 -0.21 -0.20042
165.981 -0.23 -0.225843 -0.215 -0.200708
165.983 -0.24 -0.227746 -0.2 -0.201035
165.986 -0.225 -0.227798 -0.19 -0.20095
165.989 -0.23 -0.228079 -0.19 -0.200979
165.992 -0.22 -0.229443 -0.205 -0.203003
165.994 -0.23 -0.232151 -0.21 -0.203867
165.997 -0.24 -0.234045 -0.225 -0.205018
166 -0.235 -0.235561 -0.195 -0.205257
166.003 -0.235 -0.235745 -0.205 -0.203959
166.006 -0.24 -0.235044 -0.2 -0.204179
166.008 -0.235 -0.236683 -0.205 -0.206396
166.011 -0.24 -0.238719 -0.21 -0.208776
166.014 -0.24 -0.24031 -0.21 -0.210154
166.017 -0.245 -0.240884 -0.21 -0.209874
166.019 -0.24 -0.241384 -0.2 -0.208741
166.022 -0.23 -0.241015 -0.21 -0.20888
166.025 -0.24 -0.24058 -0.21 -0.21094
166.028 -0.245 -0.242346 -0.215 -0.21363
166.031 -0.25 -0.242937 -0.235 -0.213766
166.033 -0.255 -0.242929 -0.215 -0.214434
166.036 -0.24 -0.243034 -0.205 -0.214699
166.039 -0.23 -0.243325 -0.21 -0.21617
166.042 -0.245 -0.244698 -0.21 -0.218594
166.044 -0.245 -0.24662 -0.22 -0.219918
166.047 -0.25 -0.249026 -0.23 -0.221414
166.05 -0.25 -0.250856 -0.23 -0.221259
166.053 -0.26 -0.251579 -0.21 -0.222104
166.056 -0.24 -0.252695 -0.22 -0.224098
166.058 -0.25 -0.254714 -0.23 -0.226257
166.061 -0.26 -0.256994 -0.235 -0.23032
166.064 -0.27 -0.259797 -0.24 -0.232651
166.067 -0.27 -0.261581 -0.23 -0.233571
166.069 -0.265 -0.262864 -0.22 -0.23331
166.072 -0.26 -0.263826 -0.235 -0.233787
166.075 -0.26 -0.266093 -0.235 -0.235711
166.078 -0.265 -0.269191 -0.25 -0.238302
166.081 -0.27 -0.270737 -0.25 -0.239711
166.083 -0.275 -0.273292 -0.235 -0.239158
166.086 -0.27 -0.274377 -0.235 -0.238426
166.089 -0.275 -0.276113 -0.23 -0.239467
166.092 -0.28 -0.278261 -0.235 -0.24133
166.094 -0.285 -0.282463 -0.24 -0.243006
166.097 -0.28 -0.284804 -0.26 -0.244042
166.1 -0.3 -0.286308 -0.25 -0.24279
166.103 -0.285 -0.286334 -0.235 -0.242417
166.106 -0.275 -0.286368 -0.23 -0.241757
166.108 -0.295 -0.287553 -0.245 -0.243387
166.111 -0.295 -0.289184 -0.25 -0.244588
166.114 -0.295 -0.289939 -0.26 -0.245469
166.117 -0.29 -0.289662 -0.245 -0.245111
166.119 -0.29 -0.288892 -0.235 -0.24491
166.122 -0.265 -0.288047 -0.24 -0.244366
166.125 -0.285 -0.289204 -0.235 -0.244611
166.128 -0.29 -0.289796 -0.25 -0.246548
166.131 -0.305 -0.292416 -0.25 -0.247507
166.133 -0.305 -0.293181 -0.255 -0.24634
166.136 -0.29 -0.292058 -0.24 -0.244443
166.139 -0.28 -0.293208 -0.25 -0.244359
166.142 -0.29 -0.295155 -0.24 -0.245343
166.144 -0.295 -0.297571 -0.255 -0.247986
166.147 -0.305 -0.298872 -0.245 -0.248298
166.15 -0.315 -0.298967 -0.25 -0.247586
166.153 -0.295 -0.296641 -0.24 -0.246283
166.156 -0.295 -0.295976 -0.235 -0.245088
166.158 -0.285 -0.29481 -0.24 -0.245554
166.161 -0.295 -0.29619 -0.255 -0.245011
166.164 -0.31 -0.297537 -0.26 -0.244304
166.167 -0.3 -0.297283 -0.25 -0.242453
166.169 -0.29 -0.295817 -0.24 -0.24134
166.172 -0.28 -0.294008 -0.225 -0.240497
166.175 -0.285 -0.293176 -0.24 -0.242035
166.178 -0.3 -0.293617 -0.24 -0.242228
166.181 -0.305 -0.294854 -0.25 -0.242586
166.183 -0.295 -0.294918 -0.24 -0.241433
166.186 -0.305 -0.293982 -0.225 -0.238942
166.189 -0.285 -0.292077 -0.235 -0.238249
166.192 -0.285 -0.290946 -0.245 -0.23892
166.194 -0.29 -0.29154 -0.25 -0.240196
166.197 -0.29 -0.290786 -0.255 -0.240995
166.2 -0.3 -0.28931 -0.245 -0.24048
166.203 -0.29 -0.286801 -0.225 -0.23848
166.206 -0.28 -0.284828 -0.23 -0.237851
166.208 -0.28 -0.284451 -0.23 -0.237862
166.211 -0.275 -0.285472 -0.24 -0.238826
166.214 -0.285 -0.284701 -0.255 -0.238634
166.217 -0.285 -0.28381 -0.235 -0.236134
166.219 -0.28 -0.280123 -0.23 -0.234078
166.222 -0.27 -0.275247 -0.23 -0.234608
166.225 -0.28 -0.271209 -0.23 -0.235984
166.228 -0.28 -0.26839 -0.24 -0.23787
166.231 -0.28 -0.26568 -0.245 -0.238222
166.233 -0.27 -0.262455 -0.24 -0.237056
166.236 -0.255 -0.257748 -0.23 -0.235525
166.239 -0.23 -0.252921 -0.225 -0.233117
166.242 -0.23 -0.247458 -0.23 -0.232337
166.244 -0.23 -0.242493 -0.245 -0.232865
166.247 -0.24 -0.236643 -0.25 -0.230809
166.25 -0.25 -0.229134 -0.225 -0.227852
166.253 -0.24 -0.22085 -0.215 -0.224652
166.256 -0.215 -0.214351 -0.21 -0.22143
166.258 -0.215 -0.209866 -0.22 -0.218614
166.261 -0.205 -0.207592 -0.215 -0.21612
166.264 -0.205 -0.204747 -0.215 -0.212435
166.267 -0.195 -0.202955 -0.22 -0.207741
166.269 -0.185 -0.198279 -0.2 -0.202726
166.272 -0.175 -0.193318 -0.19 -0.198516
166.275 -0.18 -0.190716 -0.2 -0.196159
166.278 -0.2 -0.191747 -0.2 -0.19447
166.281 -0.21 -0.195067 -0.195 -0.191175
166.283 -0.21 -0.197563 -0.185 -0.187908
166.286 -0.2 -0.196401 -0.18 -0.184125
166.289 -0.185 -0.194894 -0.175 -0.184147
166.292 -0.2 -0.194732 -0.185 -0.184755
166.294 -0.185 -0.195489 -0.19 -0.185982
166.297 -0.21 -0.19686 -0.19 -0.188748
166.3 -0.23 -0.198025 -0.185 -0.189323
166.303 -0.215 -0.199528 -0.18 -0.190221
166.306 -0.185 -0.202295 -0.19 -0.194011
166.308 -0.17 -0.208313 -0.205 -0.199523
166.311 -0.18 -0.21755 -0.21 -0.204622
166.314 -0.22 -0.228233 -0.23 -0.208777
166.317 -0.25 -0.238871 -0.205 -0.212136
166.319 -0.25 -0.247921 -0.205 -0.214256
166.322 -0.265 -0.257913 -0.21 -0.217288
166.325 -0.275 -0.267954 -0.21 -0.220789
166.328 -0.295 -0.279622 -0.24 -0.223898
166.331 -0.305 -0.292252 -0.245 -0.226033
166.333 -0.315 -0.303529 -0.23 -0.226316
166.336 -0.315 -0.310123 -0.215 -0.226075
166.339 -0.305 -0.314493 -0.22 -0.226813
166.342 -0.305 -0.316522 -0.225 -0.229111
166.344 -0.31 -0.319622 -0.23 -0.232066
166.347 -0.325 -0.322059 -0.24 -0.233454
166.35 -0.335 -0.322829 -0.235 -0.233284
166.353 -0.32 -0.322777 -0.23 -0.233493
166.356 -0.315 -0.321662 -0.23 -0.233236
166.358 -0.32 -0.321437 -0.23 -0.234827
166.361 -0.32 -0.322313 -0.24 -0.236618
166.364 -0.34 -0.322548 -0.25 -0.236868
166.367 -0.325 -0.321893 -0.25 -0.234885
166.369 -0.325 -0.319284 -0.23 -0.234913
166.372 -0.31 -0.317429 -0.24 -0.236639
166.375 -0.32 -0.317336 -0.235 -0.240186
166.378 -0.32 -0.321829 -0.25 -0.245832
166.381 -0.325 -0.327319 -0.245 -0.254613
166.383 -0.335 -0.332112 -0.245 -0.266971
166.386 -0.335 -0.337238 -0.25 -0.28236
166.389 -0.325 -0.347417 -0.265 -0.300892
166.392 -0.345 -0.364786 -0.29 -0.317942
166.394 -0.37 -0.390597 -0.33 -0.331497
166.397 -0.41 -0.418068 -0.335 -0.339093
166.4 -0.43 -0.444333 -0.345 -0.337699
166.403 -0.445 -0.466911 -0.355 -0.329949
166.406 -0.43 -0.488941 -0.37 -0.313382
166.408 -0.465 -0.508612 -0.35 -0.286375
166.411 -0.51 -0.51882 -0.3 -0.240677
166.414 -0.56 -0.509769 -0.23 -0.172164
166.417 -0.555 -0.473555 -0.115 -0.0843151
166.419 -0.49 -0.402185 -0.035 0.00707584
166.422 -0.385 -0.294653 0.04 0.0850294
166.425 -0.29 -0.160623 0.11 0.14135
166.428 -0.205 -0.0191255 0.18 0.180489
166.431 -0.095 0.11229 0.28 0.202028
166.433 0.095 0.219104 0.385 0.206466
166.436 0.355 0.29874 0.46 0.190119
166.439 0.6 0.347687 0.415 0.15748
166.442 0.755 0.365825 0.225 0.109519
166.444 0.81 0.351839 -0.055 0.0507192
166.447 0.705 0.310371 -0.255 -0.0121886
166.45 0.415 0.246461 -0.3 -0.0769467
166.453 0.055 0.16408 -0.265 -0.140293
166.456 -0.25 0.0675711 -0.26 -0.201404
166.458 -0.43 -0.042357 -0.26 -0.256556
166.461 -0.465 -0.159681 -0.28 -0.297288
166.464 -0.435 -0.271672 -0.265 -0.318821
166.467 -0.395 -0.363478 -0.28 -0.317558
166.469 -0.37 -0.425534 -0.265 -0.299675
166.472 -0.35 -0.455283 -0.26 -0.279514
166.475 -0.355 -0.453027 -0.255 -0.268576
166.478 -0.365 -0.428421 -0.265 -0.268395
166.481 -0.355 -0.39553 -0.285 -0.271103
166.483 -0.37 -0.368745 -0.275 -0.271035
166.486 -0.36 -0.354013 -0.26 -0.270564
166.489 -0.35 -0.350771 -0.27 -0.27048
166.492 -0.35 -0.353323 -0.27 -0.27195
166.494 -0.36 -0.357004 -0.28 -0.272115
