Time MLII[mV] V5[mV]
160.083 -0.520 -0.130
160.086 -0.520 -0.125
160.089 -0.520 -0.130
160.092 -0.525 -0.130
160.094 -0.530 -0.125
160.097 -0.515 -0.105
160.100 -0.505 -0.095
160.103 -0.500 -0.105
160.106 -0.510 -0.110
160.108 -0.505 -0.125
160.111 -0.515 -0.095
160.114 -0.505 -0.080
160.117 -0.495 -0.070
160.119 -0.505 -0.055
160.122 -0.535 -0.065
160.125 -0.540 -0.065
160.128 -0.530 -0.060
160.131 -0.515 -0.040
160.133 -0.515 -0.045
160.136 -0.505 -0.030
160.139 -0.520 -0.035
160.142 -0.500 -0.050
160.144 -0.505 -0.045
160.147 -0.510 -0.050
160.150 -0.515 -0.060
160.153 -0.515 -0.090
160.156 -0.515 -0.085
160.158 -0.520 -0.105
160.161 -0.525 -0.100
160.164 -0.505 -0.095
160.167 -0.515 -0.095
160.169 -0.530 -0.100
160.172 -0.545 -0.110
160.175 -0.525 -0.105
160.178 -0.515 -0.090
160.181 -0.500 -0.075
160.183 -0.500 -0.095
160.186 -0.495 -0.105
160.189 -0.500 -0.120
160.192 -0.495 -0.125
160.194 -0.510 -0.130
160.197 -0.530 -0.125
160.200 -0.530 -0.115
160.203 -0.530 -0.120
160.206 -0.535 -0.125
160.208 -0.510 -0.145
160.211 -0.510 -0.140
160.214 -0.490 -0.125
160.217 -0.480 -0.115
160.219 -0.460 -0.115
160.222 -0.450 -0.125
160.225 -0.460 -0.135
160.228 -0.470 -0.140
160.231 -0.455 -0.120
160.233 -0.435 -0.100
160.236 -0.410 -0.100
160.239 -0.415 -0.105
160.242 -0.405 -0.110
160.244 -0.395 -0.105
160.247 -0.385 -0.075
160.250 -0.370 -0.060
160.253 -0.350 -0.060
160.256 -0.350 -0.060
160.258 -0.350 -0.065
160.261 -0.350 -0.050
160.264 -0.345 -0.045
160.267 -0.305 -0.035
160.269 -0.320 -0.055
160.272 -0.310 -0.060
160.275 -0.315 -0.085
160.278 -0.320 -0.105
160.281 -0.300 -0.100
160.283 -0.300 -0.095
160.286 -0.285 -0.110
160.289 -0.285 -0.125
160.292 -0.295 -0.140
160.294 -0.310 -0.135
160.297 -0.295 -0.110
160.300 -0.285 -0.100
160.303 -0.285 -0.095
160.306 -0.295 -0.115
160.308 -0.310 -0.130
160.311 -0.340 -0.120
160.314 -0.335 -0.100
160.317 -0.345 -0.110
160.319 -0.345 -0.100
160.322 -0.360 -0.115
160.325 -0.370 -0.130
160.328 -0.385 -0.130
160.331 -0.385 -0.125
160.333 -0.385 -0.100
160.336 -0.400 -0.115
160.339 -0.420 -0.135
160.342 -0.430 -0.135
160.344 -0.440 -0.130
160.347 -0.430 -0.115
160.350 -0.425 -0.105
160.353 -0.430 -0.110
160.356 -0.440 -0.110
160.358 -0.450 -0.100
160.361 -0.450 -0.080
160.364 -0.445 -0.070
160.367 -0.430 -0.050
160.369 -0.435 -0.055
160.372 -0.430 -0.045
160.375 -0.425 -0.040
160.378 -0.430 -0.025
160.381 -0.400 -0.010
160.383 -0.360 -0.020
160.386 -0.350 -0.030
160.389 -0.415 -0.035
160.392 -0.495 -0.025
160.394 -0.555 -0.025
160.397 -0.515 -0.030
160.400 -0.470 -0.055
160.403 -0.435 -0.085
160.406 -0.435 -0.100
160.408 -0.445 -0.120
160.411 -0.475 -0.110
160.414 -0.510 -0.080
160.417 -0.515 -0.075
160.419 -0.510 -0.065
160.422 -0.505 -0.070
160.425 -0.495 -0.095
160.428 -0.485 -0.105
160.431 -0.455 -0.095
160.433 -0.445 -0.085
160.436 -0.455 -0.090
160.439 -0.470 -0.090
160.442 -0.480 -0.100
160.444 -0.465 -0.090
160.447 -0.455 -0.105
160.450 -0.450 -0.095
160.453 -0.450 -0.110
160.456 -0.455 -0.110
160.458 -0.465 -0.115
160.461 -0.465 -0.105
160.464 -0.440 -0.100
160.467 -0.415 -0.110
160.469 -0.425 -0.115
160.472 -0.430 -0.110
160.475 -0.435 -0.115
160.478 -0.445 -0.090
160.481 -0.435 -0.090
160.483 -0.415 -0.075
160.486 -0.415 -0.085
160.489 -0.415 -0.085
160.492 -0.425 -0.080
160.494 -0.430 -0.055
160.497 -0.415 -0.045
160.500 -0.395 -0.045
160.503 -0.375 -0.040
160.506 -0.370 -0.030
160.508 -0.375 -0.065
160.511 -0.365 -0.060
160.514 -0.365 -0.050
160.517 -0.380 -0.025
160.519 -0.400 -0.010
160.522 -0.440 -0.050
160.525 -0.460 -0.060
160.528 -0.455 -0.070
160.531 -0.420 -0.070
160.533 -0.400 -0.080
160.536 -0.400 -0.080
160.539 -0.425 -0.095
160.542 -0.460 -0.090
160.544 -0.460 -0.080
160.547 -0.450 -0.080
160.550 -0.430 -0.080
160.553 -0.405 -0.080
160.556 -0.415 -0.090
160.558 -0.410 -0.090
160.561 -0.440 -0.070
160.564 -0.455 -0.060
160.567 -0.460 -0.070
160.569 -0.465 -0.090
160.572 -0.455 -0.100
160.575 -0.455 -0.115
160.578 -0.460 -0.095
160.581 -0.440 -0.105
160.583 -0.440 -0.105
160.586 -0.435 -0.105
160.589 -0.440 -0.105
160.592 -0.450 -0.120
160.594 -0.455 -0.115
160.597 -0.445 -0.105
160.600 -0.425 -0.100
160.603 -0.415 -0.110
160.606 -0.420 -0.110
160.608 -0.440 -0.110
160.611 -0.445 -0.090
160.614 -0.430 -0.065
160.617 -0.415 -0.060
160.619 -0.420 -0.065
160.622 -0.425 -0.070
160.625 -0.440 -0.055
160.628 -0.445 -0.055
160.631 -0.435 -0.045
160.633 -0.425 -0.015
160.636 -0.410 -0.020
160.639 -0.425 -0.030
160.642 -0.430 -0.020
160.644 -0.440 -0.025
160.647 -0.445 -0.005
160.650 -0.430 0.000
160.653 -0.435 -0.040
160.656 -0.425 -0.100
160.658 -0.435 -0.105
160.661 -0.440 -0.095
160.664 -0.435 -0.080
160.667 -0.440 -0.075
160.669 -0.430 -0.080
160.672 -0.430 -0.075
160.675 -0.445 -0.090
160.678 -0.445 -0.085
160.681 -0.425 -0.080
160.683 -0.415 -0.075
160.686 -0.405 -0.080
160.689 -0.420 -0.080
160.692 -0.430 -0.075
160.694 -0.440 -0.090
160.697 -0.425 -0.090
160.700 -0.415 -0.090
160.703 -0.410 -0.100
160.706 -0.425 -0.100
160.708 -0.440 -0.110
160.711 -0.435 -0.115
160.714 -0.430 -0.105
160.717 -0.410 -0.100
160.719 -0.395 -0.085
160.722 -0.385 -0.100
160.725 -0.380 -0.100
160.728 -0.385 -0.090
160.731 -0.370 -0.085
160.733 -0.360 -0.075
160.736 -0.365 -0.055
160.739 -0.375 -0.065
160.742 -0.380 -0.060
160.744 -0.385 -0.050
160.747 -0.365 -0.035
160.750 -0.350 -0.030
160.753 -0.340 -0.010
160.756 -0.315 -0.010
160.758 -0.285 -0.015
160.761 -0.275 -0.010
160.764 -0.265 0.005
160.767 -0.275 0.000
160.769 -0.295 -0.015
160.772 -0.300 -0.045
160.775 -0.315 -0.055
160.778 -0.340 -0.065
160.781 -0.335 -0.065
160.783 -0.315 -0.070
160.786 -0.310 -0.085
160.789 -0.325 -0.085
160.792 -0.335 -0.080
160.794 -0.350 -0.080
160.797 -0.350 -0.085
160.800 -0.345 -0.080
160.803 -0.340 -0.080
160.806 -0.350 -0.085
160.808 -0.370 -0.095
160.811 -0.395 -0.095
160.814 -0.415 -0.095
160.817 -0.420 -0.095
160.819 -0.415 -0.100
160.822 -0.415 -0.125
160.825 -0.425 -0.140
160.828 -0.435 -0.125
160.831 -0.445 -0.115
160.833 -0.445 -0.100
160.836 -0.450 -0.090
160.839 -0.445 -0.095
160.842 -0.440 -0.120
160.844 -0.445 -0.125
160.847 -0.445 -0.115
160.850 -0.440 -0.090
160.853 -0.450 -0.090
160.856 -0.450 -0.085
160.858 -0.465 -0.100
160.861 -0.455 -0.095
160.864 -0.440 -0.075
160.867 -0.440 -0.055
160.869 -0.445 -0.060
160.872 -0.470 -0.065
160.875 -0.485 -0.070
160.878 -0.505 -0.060
160.881 -0.525 -0.035
160.883 -0.545 -0.010
160.886 -0.540 -0.010
160.889 -0.485 -0.005
160.892 -0.350 -0.030
160.894 -0.155 -0.030
160.897 0.115 -0.025
160.900 0.415 -0.045
160.903 0.740 -0.070
160.906 1.035 -0.110
160.908 1.190 -0.150
160.911 1.110 -0.170
160.914 0.860 -0.200
160.917 0.585 -0.195
160.919 0.345 -0.175
160.922 0.155 -0.150
160.925 0.070 -0.125
160.928 0.030 -0.090
160.931 -0.025 -0.075
160.933 -0.110 -0.055
160.936 -0.170 -0.070
160.939 -0.220 -0.085
160.942 -0.250 -0.090
160.944 -0.310 -0.110
160.947 -0.340 -0.110
160.950 -0.375 -0.110
160.953 -0.415 -0.105
160.956 -0.440 -0.115
160.958 -0.475 -0.130
160.961 -0.480 -0.140
160.964 -0.470 -0.120
160.967 -0.475 -0.115
160.969 -0.480 -0.110
160.972 -0.475 -0.115
160.975 -0.485 -0.130
160.978 -0.495 -0.120
160.981 -0.495 -0.115
160.983 -0.505 -0.105
160.986 -0.495 -0.095
160.989 -0.500 -0.100
160.992 -0.510 -0.100
160.994 -0.515 -0.080
160.997 -0.500 -0.050
161.000 -0.505 -0.045
161.003 -0.515 -0.030
161.006 -0.515 -0.035
161.008 -0.500 -0.065
161.011 -0.510 -0.060
161.014 -0.485 -0.055
161.017 -0.490 -0.035
161.019 -0.490 -0.050
161.022 -0.490 -0.045
161.025 -0.510 -0.045
161.028 -0.505 -0.040
161.031 -0.520 -0.035
161.033 -0.505 -0.050
161.036 -0.490 -0.070
161.039 -0.495 -0.110
161.042 -0.500 -0.130
161.044 -0.515 -0.115
161.047 -0.510 -0.085
161.050 -0.505 -0.080
161.053 -0.495 -0.070
161.056 -0.500 -0.100
161.058 -0.495 -0.115
161.061 -0.495 -0.125
161.064 -0.485 -0.110
161.067 -0.490 -0.090
161.069 -0.495 -0.095
161.072 -0.515 -0.100
161.075 -0.515 -0.120
161.078 -0.505 -0.110
161.081 -0.505 -0.110
161.083 -0.495 -0.105
161.086 -0.500 -0.120
161.089 -0.510 -0.120
161.092 -0.505 -0.130
161.094 -0.520 -0.130
161.097 -0.510 -0.110
161.100 -0.510 -0.100
161.103 -0.505 -0.105
161.106 -0.510 -0.095
161.108 -0.520 -0.110
161.111 -0.515 -0.120
161.114 -0.505 -0.100
161.117 -0.495 -0.080
161.119 -0.500 -0.085
161.122 -0.495 -0.075
161.125 -0.485 -0.085
161.128 -0.500 -0.070
161.131 -0.490 -0.060
161.133 -0.485 -0.040
161.136 -0.475 -0.040
161.139 -0.470 -0.035
161.142 -0.470 -0.045
161.144 -0.475 -0.030
161.147 -0.460 -0.020
161.150 -0.440 -0.015
161.153 -0.430 -0.030
161.156 -0.435 -0.050
161.158 -0.440 -0.080
161.161 -0.445 -0.095
161.164 -0.415 -0.095
161.167 -0.395 -0.090
161.169 -0.370 -0.100
161.172 -0.370 -0.105
161.175 -0.370 -0.115
161.178 -0.380 -0.115
161.181 -0.365 -0.100
161.183 -0.350 -0.075
161.186 -0.335 -0.090
161.189 -0.325 -0.100
161.192 -0.335 -0.125
161.194 -0.330 -0.130
161.197 -0.310 -0.140
161.200 -0.295 -0.140
161.203 -0.290 -0.130
161.206 -0.295 -0.135
161.208 -0.285 -0.135
161.211 -0.290 -0.135
161.214 -0.290 -0.135
161.217 -0.280 -0.115
161.219 -0.270 -0.125
161.222 -0.265 -0.130
161.225 -0.275 -0.145
161.228 -0.290 -0.155
161.231 -0.280 -0.135
161.233 -0.285 -0.120
161.236 -0.290 -0.120
161.239 -0.300 -0.120
161.242 -0.320 -0.135
161.244 -0.345 -0.120
161.247 -0.355 -0.080
161.250 -0.345 -0.075
161.253 -0.340 -0.065
161.256 -0.345 -0.070
161.258 -0.345 -0.065
161.261 -0.355 -0.065
161.264 -0.360 -0.040
161.267 -0.350 -0.035
161.269 -0.370 -0.030
161.272 -0.375 -0.040
161.275 -0.385 -0.045
161.278 -0.415 -0.050
161.281 -0.395 -0.055
161.283 -0.395 -0.070
161.286 -0.400 -0.070
161.289 -0.395 -0.085
161.292 -0.400 -0.100
161.294 -0.415 -0.100
161.297 -0.400 -0.085
161.300 -0.395 -0.080
161.303 -0.395 -0.085
161.306 -0.410 -0.080
161.308 -0.425 -0.090
161.311 -0.425 -0.095
161.314 -0.415 -0.085
161.317 -0.400 -0.075
161.319 -0.380 -0.095
161.322 -0.405 -0.095
161.325 -0.410 -0.110
161.328 -0.420 -0.115
161.331 -0.415 -0.100
161.333 -0.410 -0.115
161.336 -0.400 -0.120
161.339 -0.400 -0.125
161.342 -0.405 -0.120
161.344 -0.425 -0.125
161.347 -0.405 -0.110
161.350 -0.405 -0.105
161.353 -0.390 -0.110
161.356 -0.395 -0.120
161.358 -0.390 -0.120
161.361 -0.405 -0.110
161.364 -0.385 -0.080
161.367 -0.370 -0.070
161.369 -0.355 -0.065
161.372 -0.380 -0.085
161.375 -0.375 -0.070
161.378 -0.380 -0.050
161.381 -0.360 -0.055
161.383 -0.355 -0.035
161.386 -0.345 -0.045
161.389 -0.360 -0.030
161.392 -0.365 -0.045
161.394 -0.380 -0.035
161.397 -0.360 -0.030
161.400 -0.340 -0.030
161.403 -0.340 -0.065
161.406 -0.345 -0.075
161.408 -0.345 -0.090
161.411 -0.360 -0.085
161.414 -0.345 -0.075
161.417 -0.335 -0.080
161.419 -0.325 -0.090
161.422 -0.335 -0.090
161.425 -0.345 -0.095
161.428 -0.350 -0.100
161.431 -0.345 -0.095
161.433 -0.330 -0.095
161.436 -0.315 -0.095
161.439 -0.335 -0.080
161.442 -0.355 -0.090
161.444 -0.360 -0.090
161.447 -0.360 -0.100
161.450 -0.350 -0.105
161.453 -0.335 -0.135
161.456 -0.335 -0.145
161.458 -0.335 -0.145
161.461 -0.340 -0.135
161.464 -0.335 -0.125
161.467 -0.325 -0.105
161.469 -0.335 -0.115
161.472 -0.345 -0.100
161.475 -0.360 -0.115
161.478 -0.365 -0.115
161.481 -0.335 -0.105
161.483 -0.325 -0.100
161.486 -0.325 -0.105
161.489 -0.350 -0.095
161.492 -0.360 -0.095
161.494 -0.340 -0.085
161.497 -0.320 -0.050
161.500 -0.330 -0.030
161.503 -0.340 -0.005
161.506 -0.330 -0.020
161.508 -0.335 -0.035
161.511 -0.355 -0.065
161.514 -0.355 -0.040
161.517 -0.350 -0.025
161.519 -0.330 -0.035
161.522 -0.345 -0.050
161.525 -0.340 -0.085
161.528 -0.355 -0.085
161.531 -0.350 -0.085
161.533 -0.360 -0.075
161.536 -0.345 -0.090
161.539 -0.315 -0.100
161.542 -0.325 -0.120
161.544 -0.350 -0.110
161.547 -0.355 -0.080
161.550 -0.365 -0.090
161.553 -0.350 -0.085
161.556 -0.350 -0.085
161.558 -0.345 -0.095
161.561 -0.365 -0.110
161.564 -0.350 -0.120
161.567 -0.340 -0.110
161.569 -0.355 -0.120
161.572 -0.355 -0.125
161.575 -0.360 -0.135
161.578 -0.365 -0.130
161.581 -0.360 -0.125
161.583 -0.325 -0.110
161.586 -0.315 -0.110
161.589 -0.335 -0.135
161.592 -0.340 -0.145
161.594 -0.350 -0.135
161.597 -0.340 -0.115
161.600 -0.325 -0.110
161.603 -0.315 -0.100
161.606 -0.330 -0.095
161.608 -0.320 -0.100
161.611 -0.305 -0.095
161.614 -0.295 -0.070
161.617 -0.285 -0.065
161.619 -0.285 -0.070
161.622 -0.295 -0.060
161.625 -0.310 -0.060
161.628 -0.320 -0.045
161.631 -0.310 -0.025
161.633 -0.290 -0.020
161.636 -0.260 -0.020
161.639 -0.240 -0.050
161.642 -0.225 -0.060
161.644 -0.210 -0.065
161.647 -0.210 -0.065
161.650 -0.210 -0.075
161.653 -0.220 -0.085
161.656 -0.225 -0.095
161.658 -0.245 -0.090
161.661 -0.235 -0.090
161.664 -0.230 -0.100
161.667 -0.250 -0.100
161.669 -0.275 -0.110
161.672 -0.280 -0.105
161.675 -0.275 -0.120
161.678 -0.270 -0.115
161.681 -0.275 -0.110
161.683 -0.290 -0.110
161.686 -0.295 -0.110
161.689 -0.295 -0.110
161.692 -0.305 -0.125
161.694 -0.335 -0.125
161.697 -0.345 -0.125
161.700 -0.350 -0.110
161.703 -0.365 -0.125
161.706 -0.365 -0.140
161.708 -0.380 -0.155
161.711 -0.395 -0.160
161.714 -0.395 -0.140
161.717 -0.385 -0.130
161.719 -0.385 -0.120
161.722 -0.395 -0.115
161.725 -0.395 -0.125
161.728 -0.395 -0.125
161.731 -0.380 -0.115
161.733 -0.380 -0.095
161.736 -0.385 -0.095
161.739 -0.385 -0.095
161.742 -0.370 -0.090
161.744 -0.390 -0.090
161.747 -0.385 -0.060
161.750 -0.385 -0.050
161.753 -0.385 -0.040
161.756 -0.400 -0.045
161.758 -0.430 -0.060
161.761 -0.440 -0.055
161.764 -0.455 -0.035
161.767 -0.460 -0.045
161.769 -0.435 -0.065
161.772 -0.340 -0.080
161.775 -0.180 -0.100
161.778 0.030 -0.105
161.781 0.295 -0.100
161.783 0.600 -0.110
161.786 0.890 -0.115
161.789 1.065 -0.175
161.792 1.055 -0.195
161.794 0.850 -0.215
161.797 0.585 -0.210
161.800 0.360 -0.170
161.803 0.215 -0.140
161.806 0.115 -0.105
161.808 0.030 -0.080
161.811 -0.080 -0.075
161.814 -0.195 -0.080
161.817 -0.250 -0.090
161.819 -0.255 -0.100
161.822 -0.280 -0.120
161.825 -0.330 -0.140
161.828 -0.380 -0.145
161.831 -0.395 -0.135
161.833 -0.400 -0.125
161.836 -0.420 -0.140
161.839 -0.445 -0.145
161.842 -0.460 -0.145
161.844 -0.460 -0.135
161.847 -0.465 -0.130
161.850 -0.470 -0.105
161.853 -0.480 -0.105
161.856 -0.475 -0.100
161.858 -0.475 -0.120
161.861 -0.475 -0.120
161.864 -0.485 -0.095
161.867 -0.460 -0.075
161.869 -0.465 -0.070
161.872 -0.480 -0.080
161.875 -0.505 -0.075
161.878 -0.535 -0.060
161.881 -0.540 -0.055
161.883 -0.520 -0.040
161.886 -0.500 -0.040
161.889 -0.490 -0.045
161.892 -0.495 -0.070
161.894 -0.505 -0.085
161.897 -0.505 -0.090
161.900 -0.500 -0.100
161.903 -0.485 -0.100
161.906 -0.470 -0.110
161.908 -0.500 -0.115
161.911 -0.535 -0.125
161.914 -0.520 -0.115
161.917 -0.520 -0.105
161.919 -0.500 -0.115
161.922 -0.530 -0.120
161.925 -0.535 -0.120
161.928 -0.540 -0.120
161.931 -0.530 -0.110
161.933 -0.505 -0.115
161.936 -0.480 -0.125
161.939 -0.500 -0.135
161.942 -0.525 -0.145
161.944 -0.525 -0.145
161.947 -0.505 -0.135
161.950 -0.520 -0.130
161.953 -0.525 -0.135
161.956 -0.525 -0.145
161.958 -0.510 -0.150
161.961 -0.500 -0.150
161.964 -0.500 -0.140
161.967 -0.495 -0.140
161.969 -0.495 -0.135
161.972 -0.495 -0.145
161.975 -0.510 -0.140
161.978 -0.525 -0.150
161.981 -0.540 -0.115
161.983 -0.525 -0.090
161.986 -0.510 -0.105
161.989 -0.490 -0.105
161.992 -0.490 -0.100
161.994 -0.515 -0.090
161.997 -0.510 -0.080
162.000 -0.495 -0.065
162.003 -0.480 -0.060
162.006 -0.470 -0.070
162.008 -0.455 -0.065
162.011 -0.450 -0.080
162.014 -0.470 -0.065
162.017 -0.480 -0.065
162.019 -0.465 -0.090
162.022 -0.460 -0.120
162.025 -0.450 -0.130
162.028 -0.435 -0.130
162.031 -0.415 -0.135
162.033 -0.430 -0.125
162.036 -0.415 -0.125
162.039 -0.410 -0.125
162.042 -0.410 -0.130
162.044 -0.415 -0.140
162.047 -0.390 -0.135
162.050 -0.365 -0.130
162.053 -0.355 -0.135
162.056 -0.355 -0.135
162.058 -0.370 -0.145
162.061 -0.370 -0.155
162.064 -0.355 -0.155
162.067 -0.330 -0.145
162.069 -0.320 -0.160
162.072 -0.305 -0.155
162.075 -0.315 -0.160
162.078 -0.315 -0.160
162.081 -0.315 -0.160
162.083 -0.325 -0.155
162.086 -0.305 -0.170
162.089 -0.305 -0.170
162.092 -0.310 -0.160
162.094 -0.340 -0.170
162.097 -0.345 -0.150
162.100 -0.335 -0.150
162.103 -0.335 -0.160
162.106 -0.350 -0.145
162.108 -0.360 -0.130
162.111 -0.375 -0.110
162.114 -0.390 -0.100
162.117 -0.385 -0.095
162.119 -0.370 -0.080
162.122 -0.390 -0.080
162.125 -0.430 -0.080
162.128 -0.445 -0.075
162.131 -0.435 -0.060
162.133 -0.445 -0.040
162.136 -0.460 -0.045
162.139 -0.495 -0.060
162.142 -0.510 -0.070
162.144 -0.515 -0.090
162.147 -0.495 -0.100
162.150 -0.465 -0.110
162.153 -0.480 -0.115
162.156 -0.520 -0.120
162.158 -0.535 -0.120
162.161 -0.530 -0.120
162.164 -0.500 -0.110
162.167 -0.495 -0.105
162.169 -0.500 -0.110
162.172 -0.515 -0.110
162.175 -0.535 -0.115
162.178 -0.545 -0.115
162.181 -0.530 -0.100
162.183 -0.545 -0.100
162.186 -0.550 -0.115
162.189 -0.555 -0.125
162.192 -0.555 -0.140
162.194 -0.545 -0.140
162.197 -0.545 -0.135
162.200 -0.540 -0.110
162.203 -0.540 -0.120
162.206 -0.535 -0.135
162.208 -0.520 -0.145
162.211 -0.535 -0.155
162.214 -0.520 -0.145
162.217 -0.530 -0.120
162.219 -0.545 -0.120
162.222 -0.545 -0.120
162.225 -0.535 -0.110
162.228 -0.530 -0.120
162.231 -0.525 -0.105
162.233 -0.510 -0.090
162.236 -0.520 -0.075
162.239 -0.535 -0.075
162.242 -0.530 -0.070
162.244 -0.540 -0.075
162.247 -0.530 -0.055
162.250 -0.535 -0.050
162.253 -0.525 -0.055
162.256 -0.525 -0.070
162.258 -0.525 -0.080
162.261 -0.540 -0.110
162.264 -0.515 -0.110
162.267 -0.515 -0.115
162.269 -0.510 -0.120
162.272 -0.520 -0.125
162.275 -0.525 -0.130
162.278 -0.545 -0.115
162.281 -0.550 -0.105
162.283 -0.545 -0.105
162.286 -0.525 -0.115
162.289 -0.535 -0.130
162.292 -0.555 -0.125
162.294 -0.570 -0.130
162.297 -0.560 -0.105
162.300 -0.560 -0.105
162.303 -0.545 -0.120
162.306 -0.535 -0.150
162.308 -0.535 -0.165
162.311 -0.555 -0.155
162.314 -0.555 -0.135
162.317 -0.555 -0.125
162.319 -0.535 -0.130
162.322 -0.535 -0.140
162.325 -0.550 -0.150
162.328 -0.560 -0.150
162.331 -0.560 -0.135
162.333 -0.545 -0.110
162.336 -0.570 -0.125
162.339 -0.560 -0.130
162.342 -0.575 -0.110
162.344 -0.590 -0.100
162.347 -0.575 -0.080
162.350 -0.570 -0.075
162.353 -0.580 -0.065
162.356 -0.580 -0.065
162.358 -0.575 -0.075
162.361 -0.585 -0.055
162.364 -0.590 -0.045
162.367 -0.560 -0.045
162.369 -0.570 -0.045
162.372 -0.580 -0.060
162.375 -0.590 -0.075
162.378 -0.590 -0.100
162.381 -0.590 -0.100
162.383 -0.570 -0.115
162.386 -0.575 -0.115
162.389 -0.580 -0.110
162.392 -0.590 -0.125
162.394 -0.605 -0.125
162.397 -0.595 -0.115
162.400 -0.585 -0.105
162.403 -0.580 -0.095
162.406 -0.590 -0.110
162.408 -0.605 -0.120
162.411 -0.605 -0.125
162.414 -0.605 -0.100
162.417 -0.585 -0.110
162.419 -0.585 -0.130
162.422 -0.570 -0.150
162.425 -0.575 -0.150
162.428 -0.605 -0.145
162.431 -0.585 -0.135
162.433 -0.570 -0.125
162.436 -0.570 -0.125
162.439 -0.565 -0.130
162.442 -0.565 -0.145
162.444 -0.560 -0.140
162.447 -0.540 -0.140
162.450 -0.525 -0.125
162.453 -0.525 -0.120
162.456 -0.535 -0.115
162.458 -0.545 -0.125
162.461 -0.525 -0.110
162.464 -0.490 -0.095
162.467 -0.460 -0.080
162.469 -0.450 -0.065
162.472 -0.450 -0.065
162.475 -0.470 -0.070
162.478 -0.485 -0.070
162.481 -0.485 -0.065
162.483 -0.460 -0.050
162.486 -0.470 -0.045
162.489 -0.500 -0.060
162.492 -0.515 -0.060
162.494 -0.540 -0.070
162.497 -0.540 -0.080
162.500 -0.525 -0.095
162.503 -0.535 -0.100
162.506 -0.535 -0.120
162.508 -0.560 -0.125
162.511 -0.565 -0.135
162.514 -0.560 -0.115
162.517 -0.560 -0.110
162.519 -0.585 -0.125
162.522 -0.600 -0.125
162.525 -0.615 -0.125
162.528 -0.630 -0.135
162.531 -0.640 -0.110
162.533 -0.625 -0.115
162.536 -0.610 -0.120
162.539 -0.620 -0.125
162.542 -0.635 -0.135
162.544 -0.655 -0.145
162.547 -0.640 -0.145
162.550 -0.625 -0.135
162.553 -0.625 -0.130
162.556 -0.640 -0.140
162.558 -0.645 -0.140
162.561 -0.650 -0.130
162.564 -0.650 -0.125
162.567 -0.645 -0.125
162.569 -0.635 -0.140
162.572 -0.630 -0.140
162.575 -0.630 -0.135
162.578 -0.650 -0.145
162.581 -0.670 -0.130
162.583 -0.670 -0.095
162.586 -0.685 -0.095
162.589 -0.700 -0.090
162.592 -0.715 -0.095
162.594 -0.670 -0.090
162.597 -0.545 -0.060
162.600 -0.320 -0.050
162.603 -0.035 -0.050
162.606 0.290 -0.050
162.608 0.630 -0.055
162.611 0.935 -0.085
162.614 1.105 -0.100
162.617 1.020 -0.120
162.619 0.715 -0.145
162.622 0.365 -0.170
162.625 0.085 -0.155
162.628 -0.100 -0.125
162.631 -0.190 -0.090
162.633 -0.240 -0.070
162.636 -0.355 -0.085
162.639 -0.465 -0.100
162.642 -0.515 -0.120
162.644 -0.535 -0.125
162.647 -0.575 -0.105
162.650 -0.595 -0.105
162.653 -0.610 -0.100
162.656 -0.625 -0.115
162.658 -0.650 -0.130
162.661 -0.680 -0.140
162.664 -0.690 -0.135
162.667 -0.680 -0.125
162.669 -0.665 -0.130
162.672 -0.685 -0.150
162.675 -0.700 -0.155
162.678 -0.715 -0.140
162.681 -0.710 -0.135
162.683 -0.705 -0.130
162.686 -0.705 -0.135
162.689 -0.705 -0.150
162.692 -0.710 -0.145
162.694 -0.715 -0.165
162.697 -0.695 -0.135
162.700 -0.700 -0.125
162.703 -0.705 -0.120
162.706 -0.705 -0.125
162.708 -0.725 -0.110
162.711 -0.725 -0.100
162.714 -0.715 -0.080
162.717 -0.710 -0.065
162.719 -0.695 -0.070
162.722 -0.700 -0.070
162.725 -0.700 -0.075
162.728 -0.695 -0.070
162.731 -0.705 -0.060
162.733 -0.705 -0.050
162.736 -0.710 -0.045
162.739 -0.730 -0.065
162.742 -0.720 -0.085
162.744 -0.725 -0.120
162.747 -0.730 -0.100
162.750 -0.715 -0.110
162.753 -0.705 -0.110
162.756 -0.695 -0.125
162.758 -0.695 -0.135
162.761 -0.710 -0.145
162.764 -0.710 -0.135
162.767 -0.720 -0.110
162.769 -0.715 -0.100
162.772 -0.725 -0.125
162.775 -0.720 -0.125
162.778 -0.725 -0.130
162.781 -0.715 -0.125
162.783 -0.705 -0.120
162.786 -0.710 -0.130
162.789 -0.705 -0.140
162.792 -0.715 -0.145
162.794 -0.710 -0.145
162.797 -0.705 -0.140
162.800 -0.685 -0.140
162.803 -0.675 -0.150
162.806 -0.680 -0.145
162.808 -0.690 -0.140
162.811 -0.715 -0.135
162.814 -0.705 -0.130
162.817 -0.685 -0.125
162.819 -0.665 -0.140
162.822 -0.665 -0.150
162.825 -0.680 -0.150
162.828 -0.685 -0.155
162.831 -0.665 -0.135
162.833 -0.665 -0.110
162.836 -0.650 -0.105
162.839 -0.655 -0.105
162.842 -0.635 -0.100
162.844 -0.640 -0.090
162.847 -0.630 -0.085
162.850 -0.620 -0.065
162.853 -0.610 -0.060
162.856 -0.595 -0.075
162.858 -0.590 -0.070
162.861 -0.595 -0.075
