Time	MLII [mV]	V5 [mV]
129.664	-0.370	-0.260
129.667	-0.360	-0.275
129.669	-0.355	-0.280
129.672	-0.365	-0.280
129.675	-0.360	-0.285
129.678	-0.330	-0.270
129.681	-0.315	-0.270
129.683	-0.300	-0.265
129.686	-0.305	-0.265
129.689	-0.310	-0.280
129.692	-0.315	-0.275
129.694	-0.295	-0.260
129.697	-0.285	-0.250
129.700	-0.265	-0.230
129.703	-0.265	-0.240
129.706	-0.270	-0.240
129.708	-0.285	-0.245
129.711	-0.275	-0.235
129.714	-0.275	-0.225
129.717	-0.270	-0.215
129.719	-0.280	-0.230
129.722	-0.295	-0.220
129.725	-0.310	-0.220
129.728	-0.295	-0.215
129.731	-0.295	-0.215
129.733	-0.300	-0.215
129.736	-0.300	-0.210
129.739	-0.315	-0.230
129.742	-0.305	-0.225
129.744	-0.275	-0.215
129.747	-0.255	-0.200
129.750	-0.240	-0.225
129.753	-0.260	-0.235
129.756	-0.290	-0.250
129.758	-0.315	-0.250
129.761	-0.320	-0.255
129.764	-0.325	-0.235
129.767	-0.330	-0.240
129.769	-0.355	-0.245
129.772	-0.365	-0.260
129.775	-0.385	-0.270
129.778	-0.380	-0.260
129.781	-0.390	-0.255
129.783	-0.385	-0.250
129.786	-0.385	-0.260
129.789	-0.395	-0.265
129.792	-0.400	-0.270
129.794	-0.405	-0.260
129.797	-0.400	-0.265
129.800	-0.395	-0.260
129.803	-0.395	-0.265
129.806	-0.405	-0.280
129.808	-0.415	-0.280
129.811	-0.425	-0.280
129.814	-0.420	-0.255
129.817	-0.405	-0.265
129.819	-0.390	-0.275
129.822	-0.410	-0.285
129.825	-0.420	-0.285
129.828	-0.420	-0.285
129.831	-0.415	-0.270
129.833	-0.405	-0.255
129.836	-0.405	-0.270
129.839	-0.415	-0.290
129.842	-0.430	-0.310
129.844	-0.450	-0.330
129.847	-0.475	-0.350
129.850	-0.505	-0.360
129.853	-0.520	-0.385
129.856	-0.520	-0.420
129.858	-0.560	-0.440
129.861	-0.610	-0.400
129.864	-0.640	-0.290
129.867	-0.585	-0.180
129.869	-0.475	-0.065
129.872	-0.340	0.020
129.875	-0.215	0.130
129.878	-0.005	0.255
129.881	0.275	0.375
129.883	0.545	0.480
129.886	0.710	0.495
129.889	0.745	0.335
129.892	0.565	0.000
129.894	0.210	-0.295
129.897	-0.170	-0.365
129.900	-0.445	-0.335
129.903	-0.550	-0.295
129.906	-0.540	-0.310
129.908	-0.495	-0.305
129.911	-0.455	-0.295
129.914	-0.430	-0.285
129.917	-0.430	-0.300
129.919	-0.440	-0.300
129.922	-0.435	-0.315
129.925	-0.455	-0.315
129.928	-0.435	-0.300
129.931	-0.440	-0.300
129.933	-0.435	-0.300
129.936	-0.445	-0.305
129.939	-0.450	-0.310
129.942	-0.460	-0.325
129.944	-0.450	-0.305
129.947	-0.435	-0.300
129.950	-0.430	-0.295
129.953	-0.430	-0.300
129.956	-0.440	-0.315
129.958	-0.435	-0.305
129.961	-0.435	-0.305
129.964	-0.420	-0.295
129.967	-0.420	-0.295
129.969	-0.410	-0.295
129.972	-0.430	-0.305
129.975	-0.440	-0.310
129.978	-0.435	-0.300
129.981	-0.430	-0.290
129.983	-0.425	-0.295
129.986	-0.435	-0.290
129.989	-0.435	-0.305
129.992	-0.450	-0.295
129.994	-0.445	-0.295
129.997	-0.420	-0.285
130.000	-0.425	-0.285
130.003	-0.430	-0.300
130.006	-0.425	-0.305
130.008	-0.435	-0.305
130.011	-0.425	-0.300
130.014	-0.415	-0.285
130.017	-0.405	-0.280
130.019	-0.425	-0.295
130.022	-0.420	-0.305
130.025	-0.420	-0.310
130.028	-0.425	-0.295
130.031	-0.425	-0.300
130.033	-0.430	-0.290
130.036	-0.430	-0.300
130.039	-0.440	-0.320
130.042	-0.440	-0.330
130.044	-0.435	-0.320
130.047	-0.430	-0.310
130.050	-0.420	-0.320
130.053	-0.410	-0.320
130.056	-0.430	-0.335
130.058	-0.430	-0.335
130.061	-0.425	-0.330
130.064	-0.425	-0.325
130.067	-0.420	-0.330
130.069	-0.410	-0.355
130.072	-0.425	-0.350
130.075	-0.435	-0.365
130.078	-0.435	-0.350
130.081	-0.420	-0.350
130.083	-0.405	-0.360
130.086	-0.415	-0.370
130.089	-0.420	-0.395
130.092	-0.440	-0.390
130.094	-0.440	-0.385
130.097	-0.430	-0.385
130.100	-0.410	-0.375
130.103	-0.415	-0.380
130.106	-0.415	-0.395
130.108	-0.425	-0.405
130.111	-0.430	-0.400
130.114	-0.420	-0.405
130.117	-0.420	-0.400
130.119	-0.435	-0.425
130.122	-0.435	-0.435
130.125	-0.455	-0.435
130.128	-0.445	-0.435
130.131	-0.450	-0.430
130.133	-0.445	-0.430
130.136	-0.435	-0.435
130.139	-0.435	-0.440
130.142	-0.445	-0.440
130.144	-0.435	-0.435
130.147	-0.435	-0.420
130.150	-0.435	-0.410
130.153	-0.415	-0.415
130.156	-0.425	-0.425
130.158	-0.450	-0.420
130.161	-0.425	-0.400
130.164	-0.430	-0.375
130.167	-0.410	-0.365
130.169	-0.415	-0.355
130.172	-0.415	-0.360
130.175	-0.420	-0.345
130.178	-0.425	-0.325
130.181	-0.385	-0.320
130.183	-0.360	-0.315
130.186	-0.370	-0.295
130.189	-0.370	-0.300
130.192	-0.385	-0.300
130.194	-0.375	-0.290
130.197	-0.360	-0.275
130.200	-0.350	-0.270
130.203	-0.350	-0.285
130.206	-0.350	-0.285
130.208	-0.355	-0.285
130.211	-0.350	-0.275
130.214	-0.345	-0.240
130.217	-0.325	-0.255
130.219	-0.345	-0.270
130.222	-0.345	-0.275
130.225	-0.355	-0.280
130.228	-0.360	-0.280
130.231	-0.355	-0.275
130.233	-0.355	-0.275
130.236	-0.355	-0.280
130.239	-0.345	-0.280
130.242	-0.365	-0.290
130.244	-0.370	-0.285
130.247	-0.360	-0.285
130.250	-0.360	-0.275
130.253	-0.360	-0.285
130.256	-0.380	-0.295
130.258	-0.390	-0.285
130.261	-0.370	-0.290
130.264	-0.365	-0.285
130.267	-0.360	-0.285
130.269	-0.370	-0.295
130.272	-0.375	-0.305
130.275	-0.395	-0.305
130.278	-0.385	-0.295
130.281	-0.370	-0.285
130.283	-0.370	-0.285
130.286	-0.365	-0.300
130.289	-0.375	-0.305
130.292	-0.390	-0.310
130.294	-0.380	-0.305
130.297	-0.385	-0.295
130.300	-0.365	-0.290
130.303	-0.370	-0.295
130.306	-0.370	-0.305
130.308	-0.390	-0.305
130.311	-0.390	-0.305
130.314	-0.410	-0.305
130.317	-0.405	-0.300
130.319	-0.390	-0.320
130.322	-0.400	-0.325
130.325	-0.400	-0.320
130.328	-0.395	-0.320
130.331	-0.410	-0.310
130.333	-0.410	-0.310
130.336	-0.410	-0.325
130.339	-0.405	-0.330
130.342	-0.405	-0.320
130.344	-0.405	-0.310
130.347	-0.405	-0.305
130.350	-0.395	-0.295
130.353	-0.410	-0.310
130.356	-0.410	-0.330
130.358	-0.425	-0.325
130.361	-0.430	-0.315
130.364	-0.415	-0.305
130.367	-0.410	-0.305
130.369	-0.405	-0.310
130.372	-0.405	-0.315
130.375	-0.415	-0.335
130.378	-0.425	-0.335
130.381	-0.410	-0.325
130.383	-0.405	-0.325
130.386	-0.410	-0.315
130.389	-0.400	-0.320
130.392	-0.425	-0.330
130.394	-0.420	-0.320
130.397	-0.410	-0.310
130.400	-0.410	-0.305
130.403	-0.405	-0.320
130.406	-0.400	-0.320
130.408	-0.420	-0.325
130.411	-0.430	-0.310
130.414	-0.405	-0.295
130.417	-0.400	-0.310
130.419	-0.410	-0.315
130.422	-0.415	-0.320
130.425	-0.420	-0.320
130.428	-0.415	-0.310
130.431	-0.410	-0.305
130.433	-0.410	-0.310
130.436	-0.410	-0.325
130.439	-0.420	-0.325
130.442	-0.420	-0.320
130.444	-0.400	-0.320
130.447	-0.370	-0.310
130.450	-0.355	-0.310
130.453	-0.360	-0.315
130.456	-0.360	-0.320
130.458	-0.370	-0.335
130.461	-0.360	-0.320
130.464	-0.350	-0.305
130.467	-0.345	-0.295
130.469	-0.320	-0.300
130.472	-0.315	-0.310
130.475	-0.335	-0.305
130.478	-0.335	-0.300
130.481	-0.315	-0.295
130.483	-0.315	-0.295
130.486	-0.310	-0.290
130.489	-0.320	-0.290
130.492	-0.335	-0.285
130.494	-0.330	-0.265
130.497	-0.320	-0.265
130.500	-0.325	-0.265
130.503	-0.330	-0.280
130.506	-0.330	-0.290
130.508	-0.360	-0.285
130.511	-0.360	-0.280
130.514	-0.335	-0.265
130.517	-0.300	-0.270
130.519	-0.300	-0.290
130.522	-0.345	-0.300
130.525	-0.365	-0.305
130.528	-0.385	-0.305
130.531	-0.395	-0.300
130.533	-0.390	-0.305
130.536	-0.410	-0.315
130.539	-0.425	-0.325
130.542	-0.450	-0.320
130.544	-0.430	-0.315
130.547	-0.435	-0.320
130.550	-0.430	-0.320
130.553	-0.425	-0.325
130.556	-0.435	-0.340
130.558	-0.450	-0.330
130.561	-0.445	-0.320
130.564	-0.435	-0.315
130.567	-0.430	-0.315
130.569	-0.440	-0.320
130.572	-0.455	-0.330
130.575	-0.455	-0.340
130.578	-0.450	-0.335
130.581	-0.450	-0.345
130.583	-0.445	-0.345
130.586	-0.450	-0.335
130.589	-0.460	-0.345
130.592	-0.470	-0.335
130.594	-0.465	-0.330
130.597	-0.460	-0.325
130.600	-0.450	-0.325
130.603	-0.455	-0.340
130.606	-0.455	-0.355
130.608	-0.470	-0.345
130.611	-0.470	-0.340
130.614	-0.480	-0.360
130.617	-0.505	-0.385
130.619	-0.540	-0.400
130.622	-0.560	-0.430
130.625	-0.585	-0.470
130.628	-0.630	-0.465
130.631	-0.675	-0.415
130.633	-0.665	-0.330
130.636	-0.595	-0.230
130.639	-0.485	-0.160
130.642	-0.370	-0.105
130.644	-0.225	-0.035
130.647	-0.015	0.060
130.650	0.245	0.185
130.653	0.480	0.290
130.656	0.665	0.340
130.658	0.720	0.300
130.661	0.665	0.105
130.664	0.470	-0.175
130.667	0.140	-0.400
130.669	-0.190	-0.515
130.672	-0.435	-0.515
130.675	-0.570	-0.470
130.678	-0.625	-0.415
130.681	-0.615	-0.385
130.683	-0.585	-0.360
130.686	-0.540	-0.370
130.689	-0.505	-0.380
130.692	-0.500	-0.370
130.694	-0.505	-0.360
130.697	-0.505	-0.365
130.700	-0.485	-0.380
130.703	-0.490	-0.385
130.706	-0.500	-0.390
130.708	-0.500	-0.380
130.711	-0.500	-0.365
130.714	-0.480	-0.360
130.717	-0.480	-0.365
130.719	-0.490	-0.370
130.722	-0.505	-0.380
130.725	-0.505	-0.390
130.728	-0.505	-0.375
130.731	-0.500	-0.365
130.733	-0.495	-0.360
130.736	-0.485	-0.355
130.739	-0.500	-0.370
130.742	-0.505	-0.390
130.744	-0.510	-0.370
130.747	-0.510	-0.375
130.750	-0.495	-0.355
130.753	-0.480	-0.365
130.756	-0.495	-0.370
130.758	-0.505	-0.370
130.761	-0.505	-0.360
130.764	-0.495	-0.360
130.767	-0.485	-0.365
130.769	-0.500	-0.390
130.772	-0.500	-0.390
130.775	-0.515	-0.375
130.778	-0.510	-0.360
130.781	-0.500	-0.340
130.783	-0.480	-0.340
130.786	-0.480	-0.345
130.789	-0.490	-0.375
130.792	-0.510	-0.375
130.794	-0.510	-0.375
130.797	-0.515	-0.350
130.800	-0.490	-0.340
130.803	-0.490	-0.345
130.806	-0.500	-0.360
130.808	-0.500	-0.370
130.811	-0.505	-0.375
130.814	-0.505	-0.365
130.817	-0.500	-0.370
130.819	-0.495	-0.365
130.822	-0.515	-0.375
130.825	-0.525	-0.385
130.828	-0.515	-0.370
130.831	-0.500	-0.365
130.833	-0.495	-0.355
130.836	-0.485	-0.360
130.839	-0.495	-0.380
130.842	-0.510	-0.390
130.844	-0.505	-0.380
130.847	-0.500	-0.360
130.850	-0.495	-0.365
130.853	-0.490	-0.370
130.856	-0.485	-0.380
130.858	-0.500	-0.390
130.861	-0.495	-0.395
130.864	-0.485	-0.385
130.867	-0.490	-0.395
130.869	-0.490	-0.390
130.872	-0.490	-0.405
130.875	-0.500	-0.415
130.878	-0.495	-0.420
130.881	-0.505	-0.405
130.883	-0.500	-0.415
130.886	-0.490	-0.420
130.889	-0.510	-0.435
130.892	-0.525	-0.440
130.894	-0.520	-0.440
130.897	-0.510	-0.435
130.900	-0.500	-0.445
130.903	-0.495	-0.455
130.906	-0.515	-0.475
130.908	-0.540	-0.485
130.911	-0.525	-0.470
130.914	-0.525	-0.450
130.917	-0.525	-0.460
130.919	-0.530	-0.480
130.922	-0.535	-0.490
130.925	-0.540	-0.495
130.928	-0.530	-0.490
130.931	-0.530	-0.480
130.933	-0.525	-0.495
130.936	-0.515	-0.495
130.939	-0.530	-0.500
130.942	-0.555	-0.500
130.944	-0.545	-0.505
130.947	-0.545	-0.485
130.950	-0.540	-0.475
130.953	-0.535	-0.465
130.956	-0.530	-0.485
130.958	-0.535	-0.480
130.961	-0.525	-0.460
130.964	-0.515	-0.440
130.967	-0.495	-0.430
130.969	-0.495	-0.420
130.972	-0.490	-0.400
130.975	-0.495	-0.400
130.978	-0.450	-0.375
130.981	-0.435	-0.370
130.983	-0.430	-0.365
130.986	-0.425	-0.365
130.989	-0.420	-0.350
130.992	-0.420	-0.350
130.994	-0.420	-0.350
130.997	-0.410	-0.335
131.000	-0.395	-0.335
131.003	-0.395	-0.330
131.006	-0.405	-0.340
131.008	-0.405	-0.335
131.011	-0.405	-0.320
131.014	-0.395	-0.315
131.017	-0.390	-0.320
131.019	-0.390	-0.330
131.022	-0.400	-0.340
131.025	-0.410	-0.330
131.028	-0.415	-0.320
131.031	-0.395	-0.300
131.033	-0.390	-0.305
131.036	-0.385	-0.320
131.039	-0.385	-0.330
131.042	-0.395	-0.335
131.044	-0.410	-0.340
131.047	-0.400	-0.325
131.050	-0.400	-0.335
131.053	-0.415	-0.340
131.056	-0.415	-0.330
131.058	-0.425	-0.325
131.061	-0.430	-0.330
131.064	-0.420	-0.330
131.067	-0.410	-0.325
131.069	-0.410	-0.335
131.072	-0.420	-0.345
131.075	-0.415	-0.355
131.078	-0.410	-0.345
131.081	-0.410	-0.330
131.083	-0.410	-0.330
131.086	-0.415	-0.340
131.089	-0.420	-0.360
131.092	-0.425	-0.365
131.094	-0.425	-0.355
131.097	-0.425	-0.340
131.100	-0.415	-0.340
131.103	-0.420	-0.340
131.106	-0.425	-0.355
131.108	-0.450	-0.350
131.111	-0.435	-0.345
131.114	-0.430	-0.340
131.117	-0.415	-0.330
131.119	-0.410	-0.330
131.122	-0.405	-0.345
131.125	-0.430	-0.355
131.128	-0.420	-0.345
131.131	-0.415	-0.330
131.133	-0.410	-0.325
131.136	-0.410	-0.345
131.139	-0.425	-0.340
131.142	-0.430	-0.355
131.144	-0.435	-0.355
131.147	-0.430	-0.355
131.150	-0.430	-0.360
131.153	-0.435	-0.365
131.156	-0.440	-0.355
131.158	-0.455	-0.370
131.161	-0.450	-0.350
131.164	-0.445	-0.340
131.167	-0.435	-0.350
131.169	-0.430	-0.360
131.172	-0.435	-0.365
131.175	-0.450	-0.360
131.178	-0.450	-0.365
131.181	-0.435	-0.345
131.183	-0.410	-0.340
131.186	-0.430	-0.350
131.189	-0.425	-0.365
131.192	-0.440	-0.365
131.194	-0.445	-0.355
131.197	-0.440	-0.355
131.200	-0.430	-0.340
131.203	-0.430	-0.345
131.206	-0.425	-0.350
131.208	-0.445	-0.365
131.211	-0.445	-0.350
131.214	-0.440	-0.340
131.217	-0.415	-0.340
131.219	-0.430	-0.345
131.222	-0.435	-0.360
131.225	-0.455	-0.355
131.228	-0.450	-0.345
131.231	-0.435	-0.330
131.233	-0.405	-0.330
131.236	-0.415	-0.335
131.239	-0.420	-0.350
131.242	-0.430	-0.360
131.244	-0.435	-0.360
131.247	-0.425	-0.340
131.250	-0.405	-0.350
131.253	-0.405	-0.350
131.256	-0.405	-0.350
131.258	-0.400	-0.350
131.261	-0.385	-0.350
131.264	-0.375	-0.325
131.267	-0.360	-0.340
131.269	-0.355	-0.340
131.272	-0.365	-0.345
131.275	-0.385	-0.345
131.278	-0.360	-0.335
131.281	-0.350	-0.315
131.283	-0.335	-0.315
131.286	-0.325	-0.315
131.289	-0.345	-0.330
131.292	-0.340	-0.325
131.294	-0.340	-0.320
131.297	-0.320	-0.310
131.300	-0.325	-0.295
131.303	-0.325	-0.310
131.306	-0.350	-0.305
131.308	-0.355	-0.300
131.311	-0.340	-0.290
131.314	-0.335	-0.280
131.317	-0.325	-0.295
131.319	-0.330	-0.285
131.322	-0.350	-0.295
131.325	-0.350	-0.305
131.328	-0.345	-0.300
131.331	-0.335	-0.275
131.333	-0.310	-0.280
131.336	-0.305	-0.300
131.339	-0.300	-0.305
131.342	-0.335	-0.320
131.344	-0.360	-0.310
131.347	-0.370	-0.305
131.350	-0.360	-0.300
131.353	-0.375	-0.300
131.356	-0.390	-0.315
131.358	-0.425	-0.320
131.361	-0.415	-0.320
131.364	-0.415	-0.305
131.367	-0.410	-0.310
131.369	-0.405	-0.325
131.372	-0.420	-0.335
131.375	-0.440	-0.355
131.378	-0.435	-0.335
131.381	-0.425	-0.330
131.383	-0.425	-0.335
131.386	-0.425	-0.340
131.389	-0.430	-0.340
131.392	-0.430	-0.345
131.394	-0.450	-0.340
131.397	-0.440	-0.335
131.400	-0.420	-0.325
131.403	-0.425	-0.335
131.406	-0.435	-0.345
131.408	-0.450	-0.350
131.411	-0.440	-0.340
131.414	-0.430	-0.330
131.417	-0.415	-0.325
131.419	-0.425	-0.335
131.422	-0.435	-0.345
131.425	-0.430	-0.345
131.428	-0.445	-0.340
131.431	-0.435	-0.325
131.433	-0.430	-0.335
131.436	-0.425	-0.355
131.439	-0.465	-0.390
131.442	-0.495	-0.410
131.444	-0.525	-0.420
131.447	-0.540	-0.420
131.450	-0.550	-0.450
131.453	-0.585	-0.455
131.456	-0.635	-0.420
131.458	-0.645	-0.340
131.461	-0.560	-0.225
131.464	-0.455	-0.115
131.467	-0.325	-0.050
131.469	-0.185	0.010
131.472	-0.035	0.075
131.475	0.190	0.180
131.478	0.445	0.315
131.481	0.655	0.410
131.483	0.775	0.425
131.486	0.785	0.270
131.489	0.640	0.000
131.492	0.330	-0.290
131.494	-0.035	-0.445
131.497	-0.310	-0.440
131.500	-0.460	-0.395
131.503	-0.520	-0.380
131.506	-0.530	-0.375
131.508	-0.510	-0.370
131.511	-0.475	-0.345
131.514	-0.455	-0.330
131.517	-0.445	-0.340
131.519	-0.445	-0.355
131.522	-0.460	-0.360
131.525	-0.465	-0.345
131.528	-0.460	-0.335
131.531	-0.460	-0.320
131.533	-0.455	-0.330
131.536	-0.450	-0.340
131.539	-0.455	-0.350
131.542	-0.465	-0.355
131.544	-0.460	-0.350
131.547	-0.455	-0.320
131.550	-0.440	-0.320
131.553	-0.445	-0.335
131.556	-0.450	-0.335
131.558	-0.460	-0.335
131.561	-0.455	-0.340
131.564	-0.450	-0.325
131.567	-0.430	-0.325
131.569	-0.435	-0.325
131.572	-0.430	-0.335
131.575	-0.440	-0.340
131.578	-0.450	-0.315
131.581	-0.435	-0.305
131.583	-0.430	-0.320
131.586	-0.435	-0.310
131.589	-0.445	-0.330
131.592	-0.450	-0.325
131.594	-0.450	-0.320
131.597	-0.440	-0.310
131.600	-0.440	-0.320
131.603	-0.430	-0.315
131.606	-0.435	-0.320
131.608	-0.455	-0.330
131.611	-0.455	-0.315
131.614	-0.445	-0.310
131.617	-0.440	-0.315
131.619	-0.445	-0.315
131.622	-0.445	-0.335
131.625	-0.455	-0.330
131.628	-0.450	-0.325
131.631	-0.450	-0.320
131.633	-0.435	-0.320
131.636	-0.425	-0.305
131.639	-0.450	-0.325
131.642	-0.450	-0.335
131.644	-0.440	-0.325
131.647	-0.435	-0.325
131.650	-0.445	-0.325
131.653	-0.435	-0.315
131.656	-0.445	-0.330
131.658	-0.450	-0.325
131.661	-0.465	-0.330
131.664	-0.445	-0.320
131.667	-0.445	-0.330
131.669	-0.440	-0.340
131.672	-0.440	-0.350
131.675	-0.455	-0.345
131.678	-0.450	-0.330
131.681	-0.445	-0.330
131.683	-0.425	-0.335
131.686	-0.425	-0.335
131.689	-0.435	-0.355
131.692	-0.450	-0.370
131.694	-0.445	-0.355
131.697	-0.445	-0.340
131.700	-0.425	-0.340
131.703	-0.430	-0.360
131.706	-0.435	-0.370
131.708	-0.450	-0.375
131.711	-0.450	-0.375
131.714	-0.445	-0.370
131.717	-0.435	-0.390
131.719	-0.440	-0.380
131.722	-0.450	-0.400
131.725	-0.460	-0.415
131.728	-0.465	-0.410
131.731	-0.455	-0.410
131.733	-0.455	-0.410
131.736	-0.460	-0.425
131.739	-0.475	-0.440
131.742	-0.480	-0.435
131.744	-0.470	-0.450
131.747	-0.455	-0.430
131.750	-0.465	-0.440
131.753	-0.460	-0.450
131.756	-0.465	-0.460
131.758	-0.475	-0.470
131.761	-0.485	-0.465
131.764	-0.480	-0.450
131.767	-0.460	-0.445
131.769	-0.465	-0.450
131.772	-0.465	-0.455
131.775	-0.470	-0.450
131.778	-0.470	-0.435
131.781	-0.455	-0.415
131.783	-0.440	-0.415
131.786	-0.440	-0.400
131.789	-0.430	-0.400
131.792	-0.440	-0.395
131.794	-0.430	-0.380
131.797	-0.410	-0.350
131.800	-0.405	-0.340
131.803	-0.385	-0.345
131.806	-0.390	-0.340
131.808	-0.400	-0.345
131.811	-0.375	-0.315
131.814	-0.370	-0.305
131.817	-0.340	-0.295
131.819	-0.340	-0.285
131.822	-0.345	-0.295
131.825	-0.355	-0.295
131.828	-0.345	-0.270
131.831	-0.330	-0.270
131.833	-0.320	-0.255
131.836	-0.320	-0.270
131.839	-0.325	-0.275
131.842	-0.325	-0.270
131.844	-0.330	-0.265
131.847	-0.325	-0.245
131.850	-0.305	-0.255
131.853	-0.320	-0.255
131.856	-0.320	-0.270
131.858	-0.335	-0.275
131.861	-0.335	-0.265
131.864	-0.320	-0.255
131.867	-0.315	-0.245
131.869	-0.315	-0.250
131.872	-0.315	-0.260
131.875	-0.330	-0.270
131.878	-0.330	-0.260
131.881	-0.320	-0.250
131.883	-0.310	-0.255
131.886	-0.315	-0.260
131.889	-0.315	-0.265
131.892	-0.330	-0.265
131.894	-0.340	-0.265
131.897	-0.325	-0.260
131.900	-0.305	-0.260
131.903	-0.315	-0.270
131.906	-0.320	-0.280
131.908	-0.340	-0.270
131.911	-0.325	-0.265
131.914	-0.330	-0.250
131.917	-0.315	-0.260
131.919	-0.310	-0.265
131.922	-0.320	-0.275
131.925	-0.330	-0.280
131.928	-0.335	-0.270
131.931	-0.330	-0.255
131.933	-0.325	-0.270
131.936	-0.325	-0.270
131.939	-0.345	-0.270
131.942	-0.345	-0.275
131.944	-0.350	-0.270
131.947	-0.335	-0.260
131.950	-0.330	-0.265
131.953	-0.340	-0.270
131.956	-0.360	-0.280
131.958	-0.350	-0.285
131.961	-0.350	-0.270
131.964	-0.350	-0.260
131.967	-0.345	-0.270
131.969	-0.340	-0.280
131.972	-0.350	-0.280
131.975	-0.355	-0.285
131.978	-0.350	-0.275
131.981	-0.345	-0.270
131.983	-0.345	-0.270
131.986	-0.340	-0.275
131.989	-0.350	-0.290
131.992	-0.370	-0.295
131.994	-0.355	-0.280
131.997	-0.355	-0.280
132.000	-0.335	-0.275
132.003	-0.345	-0.280
132.006	-0.355	-0.270
132.008	-0.365	-0.275
132.011	-0.365	-0.275
132.014	-0.360	-0.270
132.017	-0.340	-0.270
132.019	-0.345	-0.265
132.022	-0.345	-0.285
132.025	-0.360	-0.285
132.028	-0.360	-0.275
132.031	-0.360	-0.260
132.033	-0.340	-0.260
132.036	-0.365	-0.265
132.039	-0.355	-0.275
132.042	-0.370	-0.285
132.044	-0.365	-0.270
132.047	-0.365	-0.260
132.050	-0.360	-0.275
132.053	-0.360	-0.275
132.056	-0.350	-0.270
132.058	-0.365	-0.275
132.061	-0.370	-0.270
132.064	-0.355	-0.265
132.067	-0.340	-0.260
132.069	-0.345	-0.265
132.072	-0.345	-0.270
132.075	-0.350	-0.260
132.078	-0.350	-0.255
132.081	-0.355	-0.260
132.083	-0.340	-0.265
132.086	-0.340	-0.255
132.089	-0.325	-0.270
132.092	-0.335	-0.285
132.094	-0.320	-0.280
132.097	-0.315	-0.270
132.100	-0.290	-0.260
132.103	-0.295	-0.260
132.106	-0.295	-0.270
132.108	-0.290	-0.270
132.111	-0.295	-0.260
132.114	-0.270	-0.250
132.117	-0.260	-0.235
132.119	-0.245	-0.235
132.122	-0.250	-0.250
132.125	-0.255	-0.235
132.128	-0.260	-0.230
132.131	-0.265	-0.220
132.133	-0.255	-0.215
132.136	-0.255	-0.220
132.139	-0.270	-0.220
132.142	-0.275	-0.215
132.144	-0.290	-0.195
132.147	-0.275	-0.195
132.150	-0.265	-0.190
132.153	-0.260	-0.195
132.156	-0.275	-0.215
132.158	-0.290	-0.215
132.161	-0.290	-0.210
132.164	-0.255	-0.200
132.167	-0.225	-0.210
132.169	-0.210	-0.205
132.172	-0.235	-0.235
132.175	-0.280	-0.230
132.178	-0.300	-0.240
132.181	-0.305	-0.210
132.183	-0.315	-0.235
132.186	-0.335	-0.235
132.189	-0.360	-0.250
132.192	-0.380	-0.250
132.194	-0.380	-0.240
132.197	-0.375	-0.235
132.200	-0.355	-0.240
132.203	-0.365	-0.250
132.206	-0.365	-0.250
132.208	-0.375	-0.260
132.211	-0.375	-0.250
132.214	-0.375	-0.240
132.217	-0.365	-0.240
132.219	-0.375	-0.260
132.222	-0.380	-0.255
132.225	-0.390	-0.270
132.228	-0.380	-0.265
132.231	-0.375	-0.245
132.233	-0.360	-0.245
132.236	-0.365	-0.245
132.239	-0.375	-0.265
132.242	-0.385	-0.265
132.244	-0.375	-0.245
132.247	-0.365	-0.245
132.250	-0.355	-0.255
132.253	-0.370	-0.270
132.256	-0.395	-0.295
132.258	-0.435	-0.325
132.261	-0.480	-0.350
132.264	-0.495	-0.355
132.267	-0.500	-0.370
132.269	-0.525	-0.400
132.272	-0.590	-0.400
132.275	-0.620	-0.335
132.278	-0.575	-0.230
132.281	-0.485	-0.115
132.283	-0.360	-0.030
132.286	-0.275	0.040
132.289	-0.220	0.085
132.292	-0.145	0.130
132.294	-0.025	0.225
132.297	0.135	0.300
132.300	0.340	0.380
132.303	0.545	0.455
132.306	0.705	0.520
132.308	0.805	0.610
132.311	0.895	0.685
132.314	0.965	0.655
132.317	0.930	0.450
132.319	0.695	0.125
132.322	0.320	-0.165
132.325	-0.075	-0.280
132.328	-0.365	-0.275
132.331	-0.485	-0.250
132.333	-0.475	-0.255
132.336	-0.425	-0.270
132.339	-0.395	-0.275
132.342	-0.390	-0.280
132.344	-0.405	-0.290
132.347	-0.400	-0.275
132.350	-0.390	-0.280
132.353	-0.385	-0.290
132.356	-0.410	-0.300
132.358	-0.410	-0.300
132.361	-0.415	-0.295
132.364	-0.425	-0.285
132.367	-0.405	-0.295
132.369	-0.415	-0.290
132.372	-0.420	-0.315
132.375	-0.425	-0.315
132.378	-0.425	-0.305
132.381	-0.420	-0.295
132.383	-0.410	-0.300
132.386	-0.415	-0.295
132.389	-0.420	-0.300
132.392	-0.430	-0.315
132.394	-0.430	-0.300
132.397	-0.420	-0.295
132.400	-0.405	-0.295
132.403	-0.410	-0.295
132.406	-0.410	-0.310
132.408	-0.425	-0.310
132.411	-0.430	-0.300
132.414	-0.420	-0.295
132.417	-0.400	-0.295
132.419	-0.400	-0.300
132.422	-0.415	-0.310
132.425	-0.410	-0.325
132.428	-0.410	-0.305
132.431	-0.415	-0.295
132.433	-0.395	-0.285
132.436	-0.400	-0.305
132.439	-0.415	-0.295
132.442	-0.415	-0.310
132.444	-0.425	-0.320
132.447	-0.405	-0.300
