Time,MLII [mV],V5 [mV]
170.208,-0.960,-0.465
170.211,-0.960,-0.465
170.214,-0.955,-0.450
170.217,-0.945,-0.455
170.219,-0.950,-0.445
170.222,-0.930,-0.440
170.225,-0.935,-0.415
170.228,-0.910,-0.405
170.231,-0.920,-0.410
170.233,-0.925,-0.410
170.236,-0.910,-0.400
170.239,-0.920,-0.415
170.242,-0.945,-0.420
170.244,-0.920,-0.425
170.247,-0.935,-0.415
170.250,-0.930,-0.405
170.253,-0.910,-0.395
170.256,-0.910,-0.375
170.258,-0.900,-0.360
170.261,-0.880,-0.345
170.264,-0.865,-0.350
170.267,-0.870,-0.350
170.269,-0.870,-0.345
170.272,-0.865,-0.355
170.275,-0.875,-0.355
170.278,-0.905,-0.360
170.281,-0.885,-0.345
170.283,-0.855,-0.355
170.286,-0.855,-0.320
170.289,-0.835,-0.315
170.292,-0.830,-0.300
170.294,-0.805,-0.260
170.297,-0.795,-0.260
170.300,-0.785,-0.270
170.303,-0.785,-0.270
170.306,-0.800,-0.255
170.308,-0.790,-0.255
170.311,-0.800,-0.250
170.314,-0.770,-0.235
170.317,-0.750,-0.235
170.319,-0.735,-0.185
170.322,-0.735,-0.165
170.325,-0.710,-0.160
170.328,-0.670,-0.130
170.331,-0.660,-0.115
170.333,-0.640,-0.120
170.336,-0.625,-0.090
170.339,-0.620,-0.070
170.342,-0.600,-0.065
170.344,-0.595,-0.060
170.347,-0.580,-0.050
170.350,-0.555,0.000
170.353,-0.530,0.005
170.356,-0.510,0.020
170.358,-0.480,0.050
170.361,-0.485,0.065
170.364,-0.455,0.070
170.367,-0.435,0.080
170.369,-0.420,0.095
170.372,-0.415,0.095
170.375,-0.415,0.090
170.378,-0.435,0.100
170.381,-0.440,0.105
170.383,-0.425,0.120
170.386,-0.415,0.125
170.389,-0.400,0.135
170.392,-0.395,0.155
170.394,-0.380,0.175
170.397,-0.390,0.170
170.400,-0.385,0.165
170.403,-0.405,0.140
170.406,-0.435,0.105
170.408,-0.460,0.075
170.411,-0.485,0.060
170.414,-0.515,0.035
170.417,-0.525,0.010
170.419,-0.565,-0.005
170.422,-0.565,-0.025
170.425,-0.590,-0.055
170.428,-0.615,-0.070
170.431,-0.645,-0.120
170.433,-0.685,-0.165
170.436,-0.715,-0.195
170.439,-0.740,-0.245
170.442,-0.785,-0.265
170.444,-0.815,-0.290
170.447,-0.845,-0.320
170.450,-0.855,-0.335
170.453,-0.870,-0.350
170.456,-0.885,-0.355
170.458,-0.890,-0.365
170.461,-0.885,-0.380
170.464,-0.895,-0.395
170.467,-0.915,-0.405
170.469,-0.925,-0.430
170.472,-0.950,-0.455
170.475,-0.965,-0.475
170.478,-0.980,-0.485
170.481,-0.980,-0.510
170.483,-0.985,-0.500
170.486,-0.995,-0.495
170.489,-0.990,-0.505
170.492,-0.975,-0.480
170.494,-0.965,-0.490
170.497,-0.970,-0.490
170.500,-0.975,-0.515
170.503,-0.965,-0.530
170.506,-0.975,-0.520
170.508,-0.970,-0.525
170.511,-0.990,-0.540
170.514,-1.000,-0.535
170.517,-1.000,-0.530
170.519,-1.005,-0.525
170.522,-1.005,-0.505
170.525,-1.015,-0.495
170.528,-0.995,-0.490
170.531,-0.985,-0.515
170.533,-0.990,-0.525
170.536,-0.990,-0.520
170.539,-0.995,-0.525
170.542,-1.020,-0.535
170.544,-1.020,-0.530
170.547,-1.010,-0.545
170.550,-1.020,-0.530
170.553,-0.990,-0.515
170.556,-0.990,-0.515
170.558,-0.980,-0.500
170.561,-0.980,-0.495
170.564,-0.970,-0.485
170.567,-1.000,-0.505
170.569,-0.985,-0.525
170.572,-1.000,-0.530
170.575,-1.000,-0.550
170.578,-1.005,-0.555
170.581,-1.030,-0.560
170.583,-1.020,-0.550
170.586,-0.995,-0.545
170.589,-0.995,-0.530
170.592,-0.990,-0.525
170.594,-0.980,-0.505
170.597,-0.985,-0.505
170.600,-0.985,-0.530
170.603,-0.990,-0.530
170.606,-0.995,-0.525
170.608,-1.010,-0.545
170.611,-1.030,-0.540
170.614,-1.035,-0.545
170.617,-1.020,-0.540
170.619,-1.030,-0.535
170.622,-1.025,-0.540
170.625,-1.030,-0.525
170.628,-1.000,-0.535
170.631,-1.010,-0.515
170.633,-1.025,-0.540
170.636,-1.020,-0.530
170.639,-1.025,-0.550
170.642,-1.030,-0.565
170.644,-1.030,-0.560
170.647,-1.055,-0.555
170.650,-1.040,-0.570
170.653,-1.045,-0.555
170.656,-1.045,-0.550
170.658,-1.035,-0.535
170.661,-1.030,-0.535
170.664,-1.020,-0.550
170.667,-1.045,-0.565
170.669,-1.045,-0.585
170.672,-1.060,-0.580
170.675,-1.070,-0.585
170.678,-1.075,-0.590
170.681,-1.085,-0.590
170.683,-1.085,-0.595
170.686,-1.070,-0.595
170.689,-1.060,-0.575
170.692,-1.065,-0.575
170.694,-1.050,-0.560
170.697,-1.040,-0.555
170.700,-1.040,-0.570
170.703,-1.060,-0.570
170.706,-1.060,-0.580
170.708,-1.085,-0.605
170.711,-1.075,-0.610
170.714,-1.105,-0.620
170.717,-1.095,-0.610
170.719,-1.080,-0.600
170.722,-1.085,-0.600
170.725,-1.080,-0.575
170.728,-1.070,-0.560
170.731,-1.065,-0.550
170.733,-1.080,-0.560
170.736,-1.065,-0.580
170.739,-1.070,-0.590
170.742,-1.075,-0.595
170.744,-1.085,-0.605
170.747,-1.105,-0.590
170.750,-1.080,-0.595
170.753,-1.090,-0.575
170.756,-1.080,-0.580
170.758,-1.080,-0.565
170.761,-1.070,-0.580
170.764,-1.065,-0.570
170.767,-1.060,-0.590
170.769,-1.060,-0.590
170.772,-1.055,-0.605
170.775,-1.085,-0.625
170.778,-1.090,-0.615
170.781,-1.085,-0.610
170.783,-1.090,-0.615
170.786,-1.090,-0.610
170.789,-1.080,-0.580
170.792,-1.075,-0.595
170.794,-1.055,-0.575
170.797,-1.040,-0.580
170.800,-1.060,-0.580
170.803,-1.065,-0.590
170.806,-1.075,-0.605
170.808,-1.095,-0.625
170.811,-1.090,-0.630
170.814,-1.095,-0.605
170.817,-1.090,-0.620
170.819,-1.085,-0.600
170.822,-1.085,-0.595
170.825,-1.065,-0.585
170.828,-1.065,-0.565
170.831,-1.060,-0.580
170.833,-1.055,-0.595
170.836,-1.050,-0.605
170.839,-1.060,-0.615
170.842,-1.060,-0.625
170.844,-1.085,-0.620
170.847,-1.075,-0.620
170.850,-1.085,-0.620
170.853,-1.080,-0.605
170.856,-1.075,-0.605
170.858,-1.060,-0.590
170.861,-1.055,-0.565
170.864,-1.060,-0.590
170.867,-1.050,-0.585
170.869,-1.050,-0.585
170.872,-1.060,-0.595
170.875,-1.055,-0.610
170.878,-1.065,-0.595
170.881,-1.070,-0.610
170.883,-1.075,-0.615
170.886,-1.060,-0.590
170.889,-1.075,-0.585
170.892,-1.055,-0.570
170.894,-1.050,-0.565
170.897,-1.035,-0.575
170.900,-1.055,-0.575
170.903,-1.045,-0.580
170.906,-1.065,-0.600
170.908,-1.075,-0.625
170.911,-1.075,-0.605
170.914,-1.085,-0.610
170.917,-1.085,-0.605
170.919,-1.085,-0.605
170.922,-1.060,-0.590
170.925,-1.050,-0.585
170.928,-1.045,-0.565
170.931,-1.035,-0.570
170.933,-1.050,-0.570
170.936,-1.055,-0.600
170.939,-1.065,-0.595
170.942,-1.080,-0.610
170.944,-1.095,-0.610
170.947,-1.090,-0.610
170.950,-1.095,-0.620
170.953,-1.095,-0.610
170.956,-1.080,-0.580
170.958,-1.085,-0.600
170.961,-1.060,-0.570
170.964,-1.050,-0.590
170.967,-1.050,-0.615
170.969,-1.040,-0.610
170.972,-1.025,-0.620
170.975,-1.045,-0.625
170.978,-1.070,-0.630
170.981,-1.065,-0.635
170.983,-1.070,-0.615
170.986,-1.070,-0.620
170.989,-1.065,-0.605
170.992,-1.040,-0.595
170.994,-1.040,-0.595
170.997,-1.030,-0.595
171.000,-1.025,-0.600
171.003,-1.025,-0.600
171.006,-1.025,-0.620
171.008,-1.045,-0.610
171.011,-1.050,-0.630
171.014,-1.060,-0.625
171.017,-1.065,-0.605
171.019,-1.065,-0.590
171.022,-1.055,-0.585
171.025,-1.035,-0.580
171.028,-1.030,-0.570
171.031,-1.030,-0.565
171.033,-1.040,-0.575
171.036,-1.040,-0.585
171.039,-1.055,-0.595
171.042,-1.060,-0.605
171.044,-1.055,-0.620
171.047,-1.055,-0.615
171.050,-1.070,-0.600
171.053,-1.065,-0.605
171.056,-1.035,-0.605
171.058,-1.050,-0.585
171.061,-1.035,-0.585
171.064,-1.020,-0.555
171.067,-1.020,-0.575
171.069,-1.020,-0.575
171.072,-1.025,-0.590
171.075,-1.035,-0.610
171.078,-1.060,-0.610
171.081,-1.055,-0.605
171.083,-1.055,-0.615
171.086,-1.045,-0.595
171.089,-1.040,-0.560
171.092,-1.035,-0.565
171.094,-1.030,-0.570
171.097,-1.025,-0.565
171.100,-1.010,-0.560
171.103,-1.000,-0.580
171.106,-0.990,-0.580
171.108,-1.000,-0.590
171.111,-0.995,-0.580
171.114,-0.985,-0.605
171.117,-0.975,-0.600
171.119,-0.955,-0.585
171.122,-0.945,-0.590
171.125,-0.935,-0.565
171.128,-0.925,-0.540
171.131,-0.905,-0.530
171.133,-0.900,-0.515
171.136,-0.865,-0.520
171.139,-0.870,-0.535
171.142,-0.865,-0.530
171.144,-0.875,-0.520
171.147,-0.870,-0.500
171.150,-0.885,-0.490
171.153,-0.870,-0.465
171.156,-0.865,-0.450
171.158,-0.875,-0.440
171.161,-0.890,-0.415
171.164,-0.890,-0.435
171.167,-0.885,-0.440
171.169,-0.905,-0.450
171.172,-0.920,-0.465
171.175,-0.930,-0.460
171.178,-0.960,-0.485
171.181,-0.980,-0.485
171.183,-1.005,-0.480
171.186,-1.020,-0.495
171.189,-1.025,-0.515
171.192,-1.020,-0.520
171.194,-1.025,-0.525
171.197,-1.025,-0.545
171.200,-1.015,-0.575
171.203,-1.005,-0.565
171.206,-1.045,-0.610
171.208,-1.025,-0.600
171.211,-1.035,-0.610
171.214,-1.050,-0.600
171.217,-1.070,-0.600
171.219,-1.070,-0.615
171.222,-1.070,-0.605
171.225,-1.065,-0.595
171.228,-1.075,-0.605
171.231,-1.055,-0.600
171.233,-1.065,-0.615
171.236,-1.055,-0.620
171.239,-1.065,-0.625
171.242,-1.070,-0.645
171.244,-1.065,-0.650
171.247,-1.065,-0.635
171.250,-1.075,-0.650
171.253,-1.080,-0.615
171.256,-1.060,-0.625
171.258,-1.050,-0.620
171.261,-1.045,-0.610
171.264,-1.020,-0.615
171.267,-1.010,-0.600
171.269,-1.020,-0.605
171.272,-1.020,-0.615
171.275,-1.025,-0.625
171.278,-1.030,-0.625
171.281,-1.015,-0.630
171.283,-0.975,-0.620
171.286,-0.895,-0.600
171.289,-0.825,-0.540
171.292,-0.700,-0.445
171.294,-0.590,-0.290
171.297,-0.465,-0.100
171.300,-0.340,0.095
171.303,-0.245,0.330
171.306,-0.235,0.540
171.308,-0.285,0.740
171.311,-0.410,0.875
171.314,-0.605,0.930
171.317,-0.845,0.915
171.319,-1.080,0.760
171.322,-1.290,0.535
171.325,-1.485,0.250
171.328,-1.615,-0.060
171.331,-1.705,-0.395
171.333,-1.725,-0.675
171.336,-1.680,-0.850
171.339,-1.595,-0.925
171.342,-1.505,-0.875
171.344,-1.415,-0.820
171.347,-1.355,-0.750
171.350,-1.285,-0.685
171.353,-1.210,-0.650
171.356,-1.150,-0.605
171.358,-1.070,-0.600
171.361,-1.020,-0.585
171.364,-0.980,-0.575
171.367,-0.965,-0.565
171.369,-0.965,-0.565
171.372,-0.970,-0.590
171.375,-1.005,-0.600
171.378,-1.000,-0.610
171.381,-1.010,-0.610
171.383,-1.005,-0.600
171.386,-0.990,-0.600
171.389,-0.980,-0.570
171.392,-0.960,-0.585
171.394,-0.945,-0.555
171.397,-0.940,-0.555
171.400,-0.935,-0.545
171.403,-0.930,-0.565
171.406,-0.930,-0.560
171.408,-0.930,-0.575
171.411,-0.940,-0.580
171.414,-0.940,-0.570
171.417,-0.940,-0.580
171.419,-0.930,-0.560
171.422,-0.925,-0.540
171.425,-0.915,-0.540
171.428,-0.900,-0.545
171.431,-0.890,-0.530
171.433,-0.895,-0.535
171.436,-0.900,-0.520
171.439,-0.915,-0.520
171.442,-0.915,-0.545
171.444,-0.910,-0.535
171.447,-0.920,-0.540
171.450,-0.910,-0.530
171.453,-0.905,-0.510
171.456,-0.880,-0.500
171.458,-0.880,-0.495
171.461,-0.875,-0.475
171.464,-0.865,-0.475
171.467,-0.855,-0.480
171.469,-0.870,-0.490
171.472,-0.880,-0.490
171.475,-0.880,-0.495
171.478,-0.885,-0.505
171.481,-0.875,-0.490
171.483,-0.880,-0.465
171.486,-0.865,-0.465
171.489,-0.855,-0.445
171.492,-0.835,-0.440
171.494,-0.830,-0.435
171.497,-0.805,-0.430
171.500,-0.805,-0.430
171.503,-0.815,-0.420
171.506,-0.805,-0.425
171.508,-0.810,-0.425
171.511,-0.810,-0.430
171.514,-0.800,-0.425
171.517,-0.800,-0.410
171.519,-0.785,-0.400
171.522,-0.770,-0.380
171.525,-0.755,-0.360
171.528,-0.740,-0.340
171.531,-0.720,-0.335
171.533,-0.710,-0.320
171.536,-0.710,-0.330
171.539,-0.705,-0.325
171.542,-0.700,-0.330
171.544,-0.695,-0.325
171.547,-0.690,-0.310
171.550,-0.665,-0.290
171.553,-0.655,-0.255
171.556,-0.635,-0.240
171.558,-0.620,-0.210
171.561,-0.580,-0.195
171.564,-0.570,-0.170
171.567,-0.550,-0.160
171.569,-0.535,-0.160
171.572,-0.520,-0.140
171.575,-0.505,-0.140
171.578,-0.500,-0.120
171.581,-0.495,-0.115
171.583,-0.485,-0.090
171.586,-0.460,-0.080
171.589,-0.445,-0.045
171.592,-0.430,-0.045
171.594,-0.415,-0.005
171.597,-0.380,0.010
171.600,-0.380,0.020
171.603,-0.370,0.020
171.606,-0.365,0.025
171.608,-0.355,0.015
171.611,-0.370,0.025
171.614,-0.360,0.020
171.617,-0.360,0.045
171.619,-0.360,0.055
171.622,-0.350,0.090
171.625,-0.340,0.065
171.628,-0.360,0.085
171.631,-0.340,0.070
171.633,-0.355,0.060
171.636,-0.385,0.045
171.639,-0.390,0.020
171.642,-0.420,-0.025
171.644,-0.455,-0.040
171.647,-0.495,-0.075
171.650,-0.510,-0.100
171.653,-0.540,-0.115
171.656,-0.565,-0.135
171.658,-0.595,-0.160
171.661,-0.615,-0.180
171.664,-0.635,-0.230
171.667,-0.635,-0.240
171.669,-0.680,-0.275
171.672,-0.725,-0.325
171.675,-0.760,-0.345
171.678,-0.805,-0.380
171.681,-0.850,-0.405
171.683,-0.865,-0.410
171.686,-0.855,-0.445
171.689,-0.860,-0.465
171.692,-0.875,-0.470
171.694,-0.875,-0.485
171.697,-0.885,-0.495
171.700,-0.890,-0.495
171.703,-0.895,-0.515
171.706,-0.895,-0.530
171.708,-0.930,-0.550
171.711,-0.935,-0.560
171.714,-0.950,-0.560
171.717,-0.950,-0.570
171.719,-0.960,-0.570
171.722,-0.955,-0.580
171.725,-0.945,-0.560
171.728,-0.945,-0.550
171.731,-0.935,-0.560
171.733,-0.950,-0.570
171.736,-0.945,-0.585
171.739,-0.960,-0.585
171.742,-0.960,-0.610
171.744,-0.970,-0.610
171.747,-0.985,-0.635
171.750,-1.000,-0.625
171.753,-0.980,-0.615
171.756,-0.980,-0.605
171.758,-0.965,-0.605
171.761,-0.975,-0.610
171.764,-0.955,-0.605
171.767,-0.960,-0.620
171.769,-0.965,-0.610
171.772,-0.970,-0.620
171.775,-0.980,-0.620
171.778,-0.995,-0.630
171.781,-0.995,-0.635
171.783,-0.990,-0.620
171.786,-0.985,-0.615
171.789,-0.975,-0.590
171.792,-0.975,-0.590
171.794,-0.955,-0.575
171.797,-0.935,-0.565
171.800,-0.935,-0.570
171.803,-0.940,-0.590
171.806,-0.935,-0.590
171.808,-0.955,-0.625
171.811,-0.955,-0.605
171.814,-0.970,-0.620
171.817,-0.970,-0.600
171.819,-0.970,-0.600
171.822,-0.970,-0.590
171.825,-0.950,-0.590
171.828,-0.950,-0.595
171.831,-0.950,-0.575
171.833,-0.935,-0.585
171.836,-0.950,-0.585
171.839,-0.950,-0.595
171.842,-0.955,-0.595
171.844,-0.970,-0.595
171.847,-0.970,-0.620
171.850,-0.980,-0.620
171.853,-0.980,-0.610
171.856,-0.975,-0.605
171.858,-0.995,-0.605
171.861,-0.975,-0.595
171.864,-0.975,-0.600
171.867,-0.980,-0.600
171.869,-0.980,-0.620
171.872,-0.980,-0.625
171.875,-1.000,-0.615
171.878,-1.020,-0.635
171.881,-1.025,-0.640
171.883,-1.020,-0.645
171.886,-1.010,-0.620
171.889,-0.995,-0.620
171.892,-0.995,-0.610
171.894,-0.990,-0.605
171.897,-1.000,-0.605
171.900,-0.995,-0.615
171.903,-0.995,-0.615
171.906,-1.010,-0.625
171.908,-1.035,-0.655
171.911,-1.025,-0.660
171.914,-1.035,-0.650
171.917,-1.045,-0.655
171.919,-1.030,-0.630
171.922,-1.015,-0.620
171.925,-1.025,-0.605
171.928,-1.015,-0.600
171.931,-1.000,-0.585
171.933,-1.010,-0.610
171.936,-1.025,-0.625
171.939,-1.015,-0.640
171.942,-1.020,-0.640
171.944,-1.030,-0.645
171.947,-1.030,-0.650
171.950,-1.035,-0.635
171.953,-1.045,-0.640
171.956,-1.030,-0.620
171.958,-1.030,-0.620
171.961,-1.030,-0.610
171.964,-1.025,-0.625
171.967,-1.025,-0.630
171.969,-1.035,-0.630
171.972,-1.050,-0.635
171.975,-1.040,-0.635
171.978,-1.045,-0.640
171.981,-1.055,-0.640
171.983,-1.050,-0.630
171.986,-1.040,-0.615
171.989,-1.035,-0.605
171.992,-1.025,-0.615
171.994,-1.035,-0.595
171.997,-1.040,-0.600
172.000,-1.040,-0.615
172.003,-1.045,-0.620
172.006,-1.050,-0.620
172.008,-1.065,-0.640
172.011,-1.075,-0.655
172.014,-1.075,-0.635
172.017,-1.070,-0.645
172.019,-1.070,-0.640
172.022,-1.045,-0.640
172.025,-1.040,-0.620
172.028,-1.045,-0.610
172.031,-1.030,-0.610
172.033,-1.010,-0.600
172.036,-1.020,-0.615
172.039,-1.025,-0.625
172.042,-1.050,-0.630
172.044,-1.060,-0.655
172.047,-1.065,-0.645
172.050,-1.065,-0.650
172.053,-1.060,-0.630
172.056,-1.045,-0.630
172.058,-1.050,-0.610
172.061,-1.040,-0.610
172.064,-1.025,-0.600
172.067,-1.020,-0.610
172.069,-1.015,-0.635
172.072,-1.035,-0.640
172.075,-1.035,-0.640
172.078,-1.045,-0.640
172.081,-1.045,-0.645
172.083,-1.065,-0.635
172.086,-1.060,-0.625
172.089,-1.040,-0.615
172.092,-1.050,-0.605
172.094,-1.040,-0.605
172.097,-1.035,-0.600
172.100,-1.050,-0.620
172.103,-1.045,-0.610
172.106,-1.055,-0.640
172.108,-1.055,-0.645
172.111,-1.065,-0.640
172.114,-1.060,-0.650
172.117,-1.070,-0.645
172.119,-1.075,-0.650
172.122,-1.060,-0.650
172.125,-1.055,-0.620
172.128,-1.050,-0.615
172.131,-1.040,-0.615
172.133,-1.055,-0.630
172.136,-1.050,-0.625
172.139,-1.070,-0.635
172.142,-1.060,-0.635
172.144,-1.075,-0.640
172.147,-1.070,-0.655
172.150,-1.070,-0.665
172.153,-1.080,-0.645
172.156,-1.070,-0.645
172.158,-1.045,-0.630
172.161,-1.050,-0.620
172.164,-1.030,-0.605
172.167,-1.035,-0.610
172.169,-1.050,-0.615
172.172,-1.050,-0.615
172.175,-1.060,-0.620
172.178,-1.075,-0.625
172.181,-1.070,-0.645
172.183,-1.055,-0.635
172.186,-1.070,-0.640
172.189,-1.060,-0.625
172.192,-1.050,-0.610
172.194,-1.035,-0.610
172.197,-1.035,-0.605
172.200,-1.030,-0.600
172.203,-1.040,-0.610
172.206,-1.045,-0.620
172.208,-1.070,-0.645
172.211,-1.080,-0.640
172.214,-1.065,-0.640
172.217,-1.075,-0.640
172.219,-1.075,-0.635
172.222,-1.055,-0.640
172.225,-1.060,-0.620
172.228,-1.035,-0.600
172.231,-1.045,-0.595
172.233,-1.060,-0.605
172.236,-1.050,-0.600
172.239,-1.040,-0.610
172.242,-1.050,-0.620
172.244,-1.050,-0.645
172.247,-1.070,-0.625
172.250,-1.070,-0.630
172.253,-1.065,-0.625
172.256,-1.055,-0.620
172.258,-1.045,-0.620
172.261,-1.045,-0.585
172.264,-1.025,-0.610
172.267,-1.035,-0.600
172.269,-1.035,-0.595
172.272,-1.040,-0.610
172.275,-1.065,-0.615
172.278,-1.060,-0.645
172.281,-1.055,-0.640
172.283,-1.055,-0.635
172.286,-1.060,-0.645
172.289,-1.055,-0.625
172.292,-1.040,-0.640
172.294,-1.030,-0.615
172.297,-1.040,-0.620
172.300,-1.040,-0.620
172.303,-1.050,-0.625
172.306,-1.035,-0.635
172.308,-1.040,-0.655
172.311,-1.045,-0.650
172.314,-1.045,-0.650
172.317,-1.065,-0.660
172.319,-1.055,-0.650
172.322,-1.040,-0.645
172.325,-1.035,-0.620
172.328,-1.025,-0.615
172.331,-1.025,-0.595
172.333,-1.025,-0.605
172.336,-1.030,-0.610
172.339,-1.050,-0.635
172.342,-1.065,-0.630
172.344,-1.065,-0.645
172.347,-1.065,-0.640
172.350,-1.080,-0.640
172.353,-1.065,-0.635
172.356,-1.045,-0.615
172.358,-1.035,-0.610
172.361,-1.025,-0.600
172.364,-1.015,-0.620
172.367,-1.015,-0.605
172.369,-0.990,-0.605
172.372,-0.970,-0.600
172.375,-0.975,-0.620
172.378,-0.970,-0.625
172.381,-0.955,-0.620
172.383,-0.955,-0.630
172.386,-0.975,-0.600
172.389,-0.950,-0.595
172.392,-0.940,-0.565
172.394,-0.905,-0.545
172.397,-0.880,-0.545
172.400,-0.885,-0.545
172.403,-0.865,-0.525
172.406,-0.870,-0.515
172.408,-0.885,-0.535
172.411,-0.880,-0.540
172.414,-0.890,-0.510
172.417,-0.890,-0.485
172.419,-0.900,-0.460
172.422,-0.935,-0.455
172.425,-0.925,-0.445
172.428,-0.935,-0.485
172.431,-0.925,-0.460
172.433,-0.945,-0.480
172.436,-0.960,-0.495
172.439,-0.975,-0.500
172.442,-1.005,-0.500
172.444,-1.025,-0.540
172.447,-1.055,-0.550
172.450,-1.065,-0.575
172.453,-1.065,-0.590
172.456,-1.060,-0.585
172.458,-1.060,-0.580
172.461,-1.060,-0.595
172.464,-1.035,-0.585
172.467,-1.035,-0.605
172.469,-1.040,-0.620
172.472,-1.045,-0.640
172.475,-1.060,-0.645
172.478,-1.095,-0.655
172.481,-1.095,-0.665
172.483,-1.115,-0.665
172.486,-1.120,-0.665
172.489,-1.105,-0.660
172.492,-1.085,-0.645
172.494,-1.070,-0.635
172.497,-1.060,-0.650
172.500,-1.070,-0.640
172.503,-1.070,-0.655
172.506,-1.065,-0.665
172.508,-1.075,-0.695
172.511,-1.070,-0.685
172.514,-1.080,-0.695
172.517,-1.085,-0.680
172.519,-1.085,-0.660
172.522,-1.085,-0.655
172.525,-1.080,-0.635
172.528,-1.050,-0.620
172.531,-1.055,-0.615
172.533,-1.040,-0.635
172.536,-1.050,-0.640
172.539,-1.025,-0.660
172.542,-0.995,-0.670
172.544,-0.950,-0.665
172.547,-0.880,-0.600
172.550,-0.800,-0.495
172.553,-0.695,-0.350
172.556,-0.570,-0.170
172.558,-0.450,0.035
172.561,-0.345,0.270
172.564,-0.315,0.475
172.567,-0.375,0.680
172.569,-0.525,0.775
172.572,-0.730,0.825
172.575,-0.985,0.745
172.578,-1.225,0.545
172.581,-1.455,0.265
172.583,-1.645,-0.075
172.586,-1.770,-0.420
172.589,-1.820,-0.755
172.592,-1.795,-0.990
172.594,-1.700,-1.075
172.597,-1.615,-1.045
172.600,-1.505,-0.945
172.603,-1.425,-0.865
172.606,-1.350,-0.800
172.608,-1.290,-0.770
172.611,-1.225,-0.735
172.614,-1.160,-0.715
172.617,-1.110,-0.690
172.619,-1.075,-0.670
172.622,-1.040,-0.645
172.625,-1.030,-0.630
172.628,-1.020,-0.605
172.631,-1.030,-0.610
172.633,-1.035,-0.630
172.636,-1.030,-0.625
172.639,-1.030,-0.655
172.642,-1.040,-0.650
172.644,-1.030,-0.650
172.647,-1.015,-0.665
172.650,-1.010,-0.650
172.653,-1.000,-0.635
172.656,-0.990,-0.615
172.658,-0.990,-0.610
172.661,-0.975,-0.615
172.664,-0.965,-0.605
172.667,-0.975,-0.605
172.669,-0.965,-0.615
172.672,-0.970,-0.625
172.675,-0.970,-0.620
172.678,-0.975,-0.635
172.681,-0.965,-0.630
172.683,-0.975,-0.615
172.686,-0.965,-0.600
172.689,-0.955,-0.585
172.692,-0.945,-0.580
172.694,-0.935,-0.570
172.697,-0.940,-0.575
172.700,-0.935,-0.590
172.703,-0.925,-0.585
172.706,-0.925,-0.590
172.708,-0.930,-0.610
172.711,-0.930,-0.605
172.714,-0.940,-0.605
172.717,-0.935,-0.590
172.719,-0.940,-0.585
172.722,-0.935,-0.565
172.725,-0.925,-0.550
172.728,-0.920,-0.535
172.731,-0.905,-0.530
172.733,-0.905,-0.535
172.736,-0.910,-0.545
172.739,-0.910,-0.540
172.742,-0.900,-0.555
172.744,-0.910,-0.555
172.747,-0.910,-0.560
172.750,-0.925,-0.530
172.753,-0.915,-0.515
172.756,-0.870,-0.505
172.758,-0.870,-0.490
172.761,-0.860,-0.465
172.764,-0.845,-0.455
172.767,-0.855,-0.470
172.769,-0.855,-0.460
172.772,-0.840,-0.465
172.775,-0.835,-0.465
172.778,-0.835,-0.465
172.781,-0.840,-0.460
172.783,-0.835,-0.435
172.786,-0.810,-0.400
172.789,-0.805,-0.400
172.792,-0.790,-0.370
172.794,-0.785,-0.355
172.797,-0.760,-0.335
172.800,-0.730,-0.340
172.803,-0.725,-0.330
172.806,-0.725,-0.325
172.808,-0.715,-0.315
172.811,-0.705,-0.325
172.814,-0.690,-0.310
172.817,-0.680,-0.285
172.819,-0.675,-0.255
172.822,-0.635,-0.230
172.825,-0.620,-0.180
172.828,-0.585,-0.185
172.831,-0.555,-0.170
172.833,-0.550,-0.145
172.836,-0.540,-0.145
172.839,-0.525,-0.135
172.842,-0.505,-0.125
172.844,-0.510,-0.125
172.847,-0.500,-0.110
172.850,-0.495,-0.115
172.853,-0.490,-0.090
172.856,-0.450,-0.060
172.858,-0.445,-0.050
172.861,-0.445,-0.030
172.864,-0.410,-0.025
172.867,-0.405,-0.020
172.869,-0.395,-0.020
172.872,-0.405,-0.025
172.875,-0.400,-0.020
172.878,-0.420,-0.020
172.881,-0.430,-0.025
172.883,-0.440,-0.020
172.886,-0.465,-0.030
172.889,-0.470,-0.005
172.892,-0.470,-0.035
172.894,-0.485,-0.045
172.897,-0.500,-0.055
172.900,-0.505,-0.080
172.903,-0.520,-0.125
172.906,-0.550,-0.145
172.908,-0.585,-0.185
172.911,-0.620,-0.230
172.914,-0.650,-0.270
172.917,-0.685,-0.275
172.919,-0.725,-0.320
172.922,-0.735,-0.320
172.925,-0.760,-0.345
172.928,-0.775,-0.355
172.931,-0.785,-0.395
172.933,-0.805,-0.430
172.936,-0.830,-0.445
172.939,-0.860,-0.485
172.942,-0.880,-0.510
172.944,-0.905,-0.535
172.947,-0.935,-0.580
172.950,-0.960,-0.580
172.953,-0.985,-0.580
172.956,-0.980,-0.585
172.958,-0.980,-0.590
172.961,-0.985,-0.600
172.964,-0.985,-0.615
172.967,-1.005,-0.615
172.969,-1.010,-0.615
172.972,-1.010,-0.645
172.975,-1.020,-0.660
172.978,-1.025,-0.670
172.981,-1.030,-0.685
172.983,-1.060,-0.690
172.986,-1.045,-0.675
172.989,-1.035,-0.655
172.992,-1.035,-0.675
